side,limit,margin,stat,type,fromPosition
long,-37671,0.01,open,open Position,1299
long,-37730.45,0.01,open,open Position,1301.05
long,-37643.45,0.01,open,open Position,1298.05
long,-37570.95,0.01,open,open Position,1295.55
long,-37647.8,0.01,open,open Position,1298.2
long,-37595.6,0.01,open,open Position,1296.4
long,-37581.1,0.01,open,open Position,1295.9
long,-37611.55,0.01,open,open Position,1296.95
long,-37672.45,0.01,open,open Position,1299.05
long,-37701.45,0.01,open,open Position,1300.05
long,-37676.8,0.01,open,open Position,1299.2
long,-37807.3,0.01,open,open Position,1303.7
long,-37840.65,0.01,open,open Position,1304.85
long,-37852.25,0.01,open,open Position,1305.25
long,-37974.05,0.01,open,open Position,1309.45
long,-38117.6,0.01,open,open Position,1314.4
long,-38150.95,0.01,open,open Position,1315.55
long,-38101.65,0.01,open,open Position,1313.85
long,-38000.15,0.01,open,open Position,1310.35
long,-38024.8,0.01,open,open Position,1311.2
long,-38088.6,0.01,open,open Position,1313.4
long,-38137.9,0.01,open,open Position,1315.1
long,-38172.7,0.01,open,open Position,1316.3
long,-38123.4,0.01,open,open Position,1314.6
long,-38071.2,0.01,open,open Position,1312.8
long,-38008.85,0.01,open,open Position,1310.65
long,-37924.75,0.01,open,open Position,1307.75
long,-38045.1,0.01,open,open Position,1311.9
long,-38059.6,0.01,open,open Position,1312.4
long,-37966.8,0.01,open,open Position,1309.2
long,-37923.3,0.01,open,open Position,1307.7
long,-37933.45,0.01,open,open Position,1308.05
long,-37952.3,0.01,open,open Position,1308.7
long,-38021.9,0.01,open,open Position,1311.1
long,-37959.55,0.01,open,open Position,1308.95
long,-37949.4,0.01,open,open Position,1308.6
long,-37807.3,0.01,open,open Position,1303.7
long,-37887.05,0.01,open,open Position,1306.45
long,-37926.2,0.01,open,open Position,1307.8
long,-38007.4,0.01,open,open Position,1310.6
long,-38078.45,0.01,open,open Position,1313.05
long,-38033.5,0.01,open,open Position,1311.5
long,-38503.3,0.01,open,open Position,1327.7
long,-38532.3,0.01,open,open Position,1328.7
long,-38570,0.01,open,open Position,1330
long,-38548.25,0.01,open,open Position,1329.25
long,-38738.2,0.01,open,open Position,1335.8
long,-39567.6,0.01,open,open Position,1364.4
long,-39521.2,0.01,open,open Position,1362.8
long,-39447.25,0.01,open,open Position,1360.25
long,-39271.8,0.01,open,open Position,1354.2
long,-39194.95,0.01,open,open Position,1351.55
long,-39077.5,0.01,open,open Position,1347.5
long,-39065.9,0.01,open,open Position,1347.1
long,-38925.25,0.01,open,open Position,1342.25
long,-38803.45,0.01,open,open Position,1338.05
long,-38758.5,0.01,open,open Position,1336.5
long,-38781.7,0.01,open,open Position,1337.3
long,-38996.3,0.01,open,open Position,1344.7
long,-39128.25,0.01,open,open Position,1349.25
long,-39226.85,0.01,open,open Position,1352.65
long,-39100.7,0.01,open,open Position,1348.3
long,-39068.8,0.01,open,open Position,1347.2
long,-38677.3,0.01,open,open Position,1333.7
long,-38886.1,0.01,open,open Position,1340.9
long,-38697.6,0.01,open,open Position,1334.4
long,-38681.65,0.01,open,open Position,1333.85
long,-38887.55,0.01,open,open Position,1340.95
long,-38974.55,0.01,open,open Position,1343.95
long,-39157.25,0.01,open,open Position,1350.25
long,-39087.65,0.01,open,open Position,1347.85
long,-39023.85,0.01,open,open Position,1345.65
long,-38941.2,0.01,open,open Position,1342.8
long,-38902.05,0.01,open,open Position,1341.45
long,-38838.25,0.01,open,open Position,1339.25
long,-38864.35,0.01,open,open Position,1340.15
long,-39063,0.01,open,open Position,1347
long,-39018.05,0.01,open,open Position,1345.45
long,-39131.15,0.01,open,open Position,1349.35
long,-39058.65,0.01,open,open Position,1346.85
long,-39052.85,0.01,open,open Position,1346.65
long,-38952.8,0.01,open,open Position,1343.2
long,-38962.95,0.01,open,open Position,1343.55
long,-38997.75,0.01,open,open Position,1344.75
long,-39054.3,0.01,open,open Position,1346.7
long,-39242.8,0.01,open,open Position,1353.2
long,-40049,0.01,open,open Position,1381
long,-40043.2,0.01,open,open Position,1380.8
long,-40808.8,0.01,open,open Position,1407.2
long,-41388.8,0.01,open,open Position,1427.2
long,-42957.7,0.01,open,open Position,1481.3
long,-43336.15,0.01,open,open Position,1494.35
long,-43285.4,0.01,open,open Position,1492.6
long,-42717,0.01,open,open Position,1473
long,-42954.8,0.01,open,open Position,1481.2
long,-42250.1,0.01,open,open Position,1456.9
long,-42309.55,0.01,open,open Position,1458.95
long,-42661.9,0.01,open,open Position,1471.1
long,-42906.95,0.01,open,open Position,1479.55
long,-43050.5,0.01,open,open Position,1484.5
long,-43094,0.01,open,open Position,1486
long,-42904.05,0.01,open,open Position,1479.45
long,-43017.15,0.01,open,open Position,1483.35
long,-43399.95,0.01,open,open Position,1496.55
long,-43930.65,0.01,open,open Position,1514.85
long,-44535.3,0.01,open,open Position,1535.7
long,-44365.65,0.01,open,open Position,1529.85
long,-44561.4,0.01,open,open Position,1536.6
long,-44297.5,0.01,open,open Position,1527.5
long,-44193.1,0.01,open,open Position,1523.9
long,-44316.35,0.01,open,open Position,1528.15
long,-45632.95,0.01,open,open Position,1573.55
long,-45424.15,0.01,open,open Position,1566.35
long,-44849.95,0.01,open,open Position,1546.55
long,-45269,0.01,open,open Position,1561
long,-45037,0.01,open,open Position,1553
long,-45334.25,0.01,open,open Position,1563.25
long,-45009.45,0.01,open,open Position,1552.05
long,-44951.45,0.01,open,open Position,1550.05
long,-45458.95,0.01,open,open Position,1567.55
long,-45379.2,0.01,open,open Position,1564.8
long,-45209.55,0.01,open,open Position,1558.95
long,-45257.4,0.01,open,open Position,1560.6
long,-44887.65,0.01,open,open Position,1547.85
long,-45068.9,0.01,open,open Position,1554.1
long,-45269,0.01,open,open Position,1561
long,-45283.5,0.01,open,open Position,1561.5
long,-45039.9,0.01,open,open Position,1553.1
long,-45121.1,0.01,open,open Position,1555.9
long,-45041.35,0.01,open,open Position,1553.15
long,-44922.45,0.01,open,open Position,1549.05
long,-44677.4,0.01,open,open Position,1540.6
long,-44948.55,0.01,open,open Position,1549.95
long,-45537.25,0.01,open,open Position,1570.25
long,-44742.65,0.01,open,open Position,1542.85
long,-44855.75,0.01,open,open Position,1546.75
long,-44752.8,0.01,open,open Position,1543.2
long,-44906.5,0.01,open,open Position,1548.5
long,-44967.4,0.01,open,open Position,1550.6
long,-45089.2,0.01,open,open Position,1554.8
long,-45276.25,0.01,open,open Position,1561.25
long,-44265.6,0.01,open,open Position,1526.4
long,-44184.4,0.01,open,open Position,1523.6
long,-43979.95,0.01,open,open Position,1516.55
long,-43890.05,0.01,open,open Position,1513.45
long,-44035.05,0.01,open,open Position,1518.45
long,-44197.45,0.01,open,open Position,1524.05
long,-43518.85,0.01,open,open Position,1500.65
long,-43701.55,0.01,open,open Position,1506.95
long,-43711.7,0.01,open,open Position,1507.3
long,-43943.7,0.01,open,open Position,1515.3
long,-43798.7,0.01,open,open Position,1510.3
long,-43283.95,0.01,open,open Position,1492.55
long,-43547.85,0.01,open,open Position,1501.65
long,-43674,0.01,open,open Position,1506
long,-43501.45,0.01,open,open Position,1500.05
long,-43421.7,0.01,open,open Position,1497.3
long,-43800.15,0.01,open,open Position,1510.35
long,-44633.9,0.01,open,open Position,1539.1
long,-44414.95,0.01,open,open Position,1531.55
long,-44571.55,0.01,open,open Position,1536.95
long,-45428.5,0.01,open,open Position,1566.5
long,-45009.45,0.01,open,open Position,1552.05
long,-45122.55,0.01,open,open Position,1555.95
long,-45138.5,0.01,open,open Position,1556.5
long,-45208.1,0.01,open,open Position,1558.9
long,-45089.2,0.01,open,open Position,1554.8
long,-45177.65,0.01,open,open Position,1557.85
long,-45063.1,0.01,open,open Position,1553.9
long,-45029.75,0.01,open,open Position,1552.75
long,-45032.65,0.01,open,open Position,1552.85
long,-45564.8,0.01,open,open Position,1571.2
long,-46070.85,0.01,open,open Position,1588.65
long,-45833.05,0.01,open,open Position,1580.45
long,-45806.95,0.01,open,open Position,1579.55
long,-45896.85,0.01,open,open Position,1582.65
long,-46221.65,0.01,open,open Position,1593.85
long,-47207.65,0.01,open,open Position,1627.85
long,-47312.05,0.01,open,open Position,1631.45
long,-47020.6,0.01,open,open Position,1621.4
long,-46814.7,0.01,open,open Position,1614.3
long,-47139.5,0.01,open,open Position,1625.5
long,-47082.95,0.01,open,open Position,1623.55
long,-46920.55,0.01,open,open Position,1617.95
long,-47320.75,0.01,open,open Position,1631.75
long,-47325.1,0.01,open,open Position,1631.9
long,-47165.6,0.01,open,open Position,1626.4
long,-47252.6,0.01,open,open Position,1629.4
long,-47049.6,0.01,open,open Position,1622.4
long,-47143.85,0.01,open,open Position,1625.65
long,-47117.75,0.01,open,open Position,1624.75
long,-46698.7,0.01,open,open Position,1610.3
long,-46940.85,0.01,open,open Position,1618.65
long,-46610.25,0.01,open,open Position,1607.25
long,-46830.65,0.01,open,open Position,1614.85
long,-46856.75,0.01,open,open Position,1615.75
long,-47023.5,0.01,open,open Position,1621.5
long,-46911.85,0.01,open,open Position,1617.65
long,-47103.25,0.01,open,open Position,1624.25
long,-47367.15,0.01,open,open Position,1633.35
long,-47210.55,0.01,open,open Position,1627.95
long,-46848.05,0.01,open,open Position,1615.45
long,-46317.35,0.01,open,open Position,1597.15
long,-46291.25,0.01,open,open Position,1596.25
long,-46520.35,0.01,open,open Position,1604.15
long,-46360.85,0.01,open,open Position,1598.65
long,-45970.8,0.01,open,open Position,1585.2
long,-46343.45,0.01,open,open Position,1598.05
long,-46008.5,0.01,open,open Position,1586.5
long,-45863.5,0.01,open,open Position,1581.5
long,-46014.3,0.01,open,open Position,1586.7
long,-46072.3,0.01,open,open Position,1588.7
long,-46007.05,0.01,open,open Position,1586.45
long,-46217.3,0.01,open,open Position,1593.7
long,-46241.95,0.01,open,open Position,1594.55
long,-46012.85,0.01,open,open Position,1586.65
long,-46095.5,0.01,open,open Position,1589.5
long,-45883.8,0.01,open,open Position,1582.2
long,-45883.8,0.01,open,open Position,1582.2
long,-45138.5,0.01,open,open Position,1556.5
long,-45380.65,0.01,open,open Position,1564.85
long,-45589.45,0.01,open,open Position,1572.05
long,-45501,0.01,open,open Position,1569
long,-45821.45,0.01,open,open Position,1580.05
long,-46327.5,0.01,open,open Position,1597.5
long,-45995.45,0.01,open,open Position,1586.05
long,-46075.2,0.01,open,open Position,1588.8
long,-46056.35,0.01,open,open Position,1588.15
long,-46249.2,0.01,open,open Position,1594.8
long,-46128.85,0.01,open,open Position,1590.65
long,-46020.1,0.01,open,open Position,1586.9
long,-46302.85,0.01,open,open Position,1596.65
long,-46556.6,0.01,open,open Position,1605.4
long,-46086.8,0.01,open,open Position,1589.2
long,-46291.25,0.01,open,open Position,1596.25
long,-45753.3,0.01,open,open Position,1577.7
long,-45490.85,0.01,open,open Position,1568.65
long,-45624.25,0.01,open,open Position,1573.25
long,-45574.95,0.01,open,open Position,1571.55
long,-45748.95,0.01,open,open Position,1577.55
long,-45907,0.01,open,open Position,1583
long,-45702.55,0.01,open,open Position,1575.95
long,-45675,0.01,open,open Position,1575
long,-45576.4,0.01,open,open Position,1571.6
long,-45756.2,0.01,open,open Position,1577.8
long,-45753.3,0.01,open,open Position,1577.7
long,-46012.85,0.01,open,open Position,1586.65
long,-45975.15,0.01,open,open Position,1585.35
long,-46078.1,0.01,open,open Position,1588.9
long,-46108.55,0.01,open,open Position,1589.95
long,-46089.7,0.01,open,open Position,1589.3
long,-45965,0.01,open,open Position,1585
long,-46011.4,0.01,open,open Position,1586.6
long,-45350.2,0.01,open,open Position,1563.8
long,-45615.55,0.01,open,open Position,1572.95
long,-45180.55,0.01,open,open Position,1557.95
long,-44887.65,0.01,open,open Position,1547.85
long,-45100.8,0.01,open,open Position,1555.2
long,-45035.55,0.01,open,open Position,1552.95
long,-45025.4,0.01,open,open Position,1552.6
long,-45219.7,0.01,open,open Position,1559.3
long,-45179.1,0.01,open,open Position,1557.9
long,-45541.6,0.01,open,open Position,1570.4
long,-45241.45,0.01,open,open Position,1560.05
long,-45319.75,0.01,open,open Position,1562.75
long,-44520.8,0.01,open,open Position,1535.2
long,-43813.2,0.01,open,open Position,1510.8
long,-43890.05,0.01,open,open Position,1513.45
long,-43803.05,0.01,open,open Position,1510.45
long,-43997.35,0.01,open,open Position,1517.15
long,-44375.8,0.01,open,open Position,1530.2
long,-44716.55,0.01,open,open Position,1541.95
long,-44726.7,0.01,open,open Position,1542.3
long,-44834,0.01,open,open Position,1546
long,-45013.8,0.01,open,open Position,1552.2
long,-44974.65,0.01,open,open Position,1550.85
long,-44839.8,0.01,open,open Position,1546.2
long,-44751.35,0.01,open,open Position,1543.15
long,-44741.2,0.01,open,open Position,1542.8
long,-44990.6,0.01,open,open Position,1551.4
long,-44752.8,0.01,open,open Position,1543.2
long,-44399,0.01,open,open Position,1531
long,-44354.05,0.01,open,open Position,1529.45
long,-44217.75,0.01,open,open Position,1524.75
long,-44984.8,0.01,open,open Position,1551.2
long,-44716.55,0.01,open,open Position,1541.95
long,-44842.7,0.01,open,open Position,1546.3
long,-44664.35,0.01,open,open Position,1540.15
long,-44793.4,0.01,open,open Position,1544.6
long,-44751.35,0.01,open,open Position,1543.15
long,-44646.95,0.01,open,open Position,1539.55
long,-44736.85,0.01,open,open Position,1542.65
long,-44378.7,0.01,open,open Position,1530.3
long,-44377.25,0.01,open,open Position,1530.25
long,-44602,0.01,open,open Position,1538
long,-44590.4,0.01,open,open Position,1537.6
long,-44671.6,0.01,open,open Position,1540.4
long,-44894.9,0.01,open,open Position,1548.1
long,-44942.75,0.01,open,open Position,1549.75
long,-45269,0.01,open,open Position,1561
long,-45847.55,0.01,open,open Position,1580.95
long,-46007.05,0.01,open,open Position,1586.45
long,-45762,0.01,open,open Position,1578
long,-45782.3,0.01,open,open Position,1578.7
long,-46227.45,0.01,open,open Position,1594.05
long,-45712.7,0.01,open,open Position,1576.3
long,-46661,0.01,open,open Position,1609
long,-46850.95,0.01,open,open Position,1615.55
long,-48129.85,0.01,open,open Position,1659.65
long,-47122.1,0.01,open,open Position,1624.9
long,-47022.05,0.01,open,open Position,1621.45
long,-47043.8,0.01,open,open Position,1622.2
long,-47461.4,0.01,open,open Position,1636.6
long,-47765.9,0.01,open,open Position,1647.1
long,-47690.5,0.01,open,open Position,1644.5
long,-47781.85,0.01,open,open Position,1647.65
long,-47806.5,0.01,open,open Position,1648.5
long,-47665.85,0.01,open,open Position,1643.65
long,-48058.8,0.01,open,open Position,1657.2
long,-47931.2,0.01,open,open Position,1652.8
long,-47802.15,0.01,open,open Position,1648.35
long,-47728.2,0.01,open,open Position,1645.8
long,-47636.85,0.01,open,open Position,1642.65
long,-47728.2,0.01,open,open Position,1645.8
long,-47928.3,0.01,open,open Position,1652.7
long,-47870.3,0.01,open,open Position,1650.7
long,-47629.6,0.01,open,open Position,1642.4
long,-47560,0.01,open,open Position,1640
long,-47577.4,0.01,open,open Position,1640.6
long,-47815.2,0.01,open,open Position,1648.8
long,-47570.15,0.01,open,open Position,1640.35
long,-47393.25,0.01,open,open Position,1634.25
long,-47220.7,0.01,open,open Position,1628.3
long,-47420.8,0.01,open,open Position,1635.2
long,-47459.95,0.01,open,open Position,1636.55
long,-47432.4,0.01,open,open Position,1635.6
long,-47261.3,0.01,open,open Position,1629.7
long,-47342.5,0.01,open,open Position,1632.5
long,-47283.05,0.01,open,open Position,1630.45
long,-47320.75,0.01,open,open Position,1631.75
long,-47312.05,0.01,open,open Position,1631.45
long,-47168.5,0.01,open,open Position,1626.5
long,-47227.95,0.01,open,open Position,1628.55
long,-46794.4,0.01,open,open Position,1613.6
long,-46861.1,0.01,open,open Position,1615.9
long,-46993.05,0.01,open,open Position,1620.45
long,-46946.65,0.01,open,open Position,1618.85
long,-46827.75,0.01,open,open Position,1614.75
long,-46868.35,0.01,open,open Position,1616.15
long,-47029.3,0.01,open,open Position,1621.7
long,-47293.2,0.01,open,open Position,1630.8
long,-47196.05,0.01,open,open Position,1627.45
long,-47210.55,0.01,open,open Position,1627.95
long,-46965.5,0.01,open,open Position,1619.5
long,-46911.85,0.01,open,open Position,1617.65
long,-46988.7,0.01,open,open Position,1620.3
long,-47132.25,0.01,open,open Position,1625.25
long,-47068.45,0.01,open,open Position,1623.05
long,-47010.45,0.01,open,open Position,1621.05
long,-46836.45,0.01,open,open Position,1615.05
long,-46674.05,0.01,open,open Position,1609.45
long,-46676.95,0.01,open,open Position,1609.55
long,-46730.6,0.01,open,open Position,1611.4
long,-46487,0.01,open,open Position,1603
long,-46427.55,0.01,open,open Position,1600.95
long,-45461.85,0.01,open,open Position,1567.65
long,-45603.95,0.01,open,open Position,1572.55
long,-45859.15,0.01,open,open Position,1581.35
long,-46163.65,0.01,open,open Position,1591.85
long,-46008.5,0.01,open,open Position,1586.5
long,-46020.1,0.01,open,open Position,1586.9
long,-46030.25,0.01,open,open Position,1587.25
long,-45676.45,0.01,open,open Position,1575.05
long,-44929.7,0.01,open,open Position,1549.3
long,-45453.15,0.01,open,open Position,1567.35
long,-45325.55,0.01,open,open Position,1562.95
long,-45760.55,0.01,open,open Position,1577.95
long,-45802.6,0.01,open,open Position,1579.4
long,-45930.2,0.01,open,open Position,1583.8
long,-45775.05,0.01,open,open Position,1578.45
long,-45582.2,0.01,open,open Position,1571.8
long,-46152.05,0.01,open,open Position,1591.45
long,-45744.6,0.01,open,open Position,1577.4
long,-45959.2,0.01,open,open Position,1584.8
long,-46054.9,0.01,open,open Position,1588.1
long,-46388.4,0.01,open,open Position,1599.6
long,-46408.7,0.01,open,open Position,1600.3
long,-45659.05,0.01,open,open Position,1574.45
long,-45196.5,0.01,open,open Position,1558.5
long,-45438.65,0.01,open,open Position,1566.85
long,-45255.95,0.01,open,open Position,1560.55
long,-45538.7,0.01,open,open Position,1570.3
long,-44580.25,0.01,open,open Position,1537.25
long,-43676.9,0.01,open,open Position,1506.1
long,-42461.8,0.01,open,open Position,1464.2
long,-42614.05,0.01,open,open Position,1469.45
long,-43034.55,0.01,open,open Position,1483.95
long,-43244.8,0.01,open,open Position,1491.2
long,-43075.15,0.01,open,open Position,1485.35
long,-43167.95,0.01,open,open Position,1488.55
long,-42867.8,0.01,open,open Position,1478.2
long,-42802.55,0.01,open,open Position,1475.95
long,-42873.6,0.01,open,open Position,1478.4
long,-42380.6,0.01,open,open Position,1461.4
long,-41878.9,0.01,open,open Position,1444.1
long,-42398,0.01,open,open Position,1462
long,-44796.3,0.01,open,open Position,1544.7
long,-41928.2,0.01,open,open Position,1445.8
long,-38996.3,0.01,open,open Position,1344.7
long,-38069.75,0.01,open,open Position,1312.75
long,-37972.6,0.01,open,open Position,1309.4
long,-38720.8,0.01,open,open Position,1335.2
long,-38214.75,0.01,open,open Position,1317.75
long,-38672.95,0.01,open,open Position,1333.55
long,-38172.7,0.01,open,open Position,1316.3
long,-38171.25,0.01,open,open Position,1316.25
long,-37526,0.01,open,open Position,1294
long,-38037.85,0.01,open,open Position,1311.65
long,-37787,0.01,open,open Position,1303
long,-37763.8,0.01,open,open Position,1302.2
long,-37514.4,0.01,open,open Position,1293.6
long,-36921.35,0.01,open,open Position,1273.15
long,-36616.85,0.01,open,open Position,1262.65
long,-35239.35,0.01,open,open Position,1215.15
long,-34611.5,0.01,open,open Position,1193.5
long,-35342.3,0.01,open,open Position,1218.7
long,-35559.8,0.01,open,open Position,1226.2
long,-35194.4,0.01,open,open Position,1213.6
long,-35525,0.01,open,open Position,1225
long,-33695.1,0.01,open,open Position,1161.9
long,-34027.15,0.01,open,open Position,1173.35
long,-33853.15,0.01,open,open Position,1167.35
long,-33728.45,0.01,open,open Position,1163.05
long,-34626,0.01,open,open Position,1194
long,-33763.25,0.01,open,open Position,1164.25
long,-32039.2,0.01,open,open Position,1104.8
long,-32382.85,0.01,open,open Position,1116.65
long,-31921.75,0.01,open,open Position,1100.75
long,-33162.95,0.01,open,open Position,1143.55
long,-32962.85,0.01,open,open Position,1136.65
long,-33331.15,0.01,open,open Position,1149.35
long,-34011.2,0.01,open,open Position,1172.8
long,-34080.8,0.01,open,open Position,1175.2
long,-34417.2,0.01,open,open Position,1186.8
long,-34092.4,0.01,open,open Position,1175.6
long,-34507.1,0.01,open,open Position,1189.9
long,-35214.7,0.01,open,open Position,1214.3
long,-34739.1,0.01,open,open Position,1197.9
long,-34211.3,0.01,open,open Position,1179.7
long,-34382.4,0.01,open,open Position,1185.6
long,-35203.1,0.01,open,open Position,1213.9
long,-37636.2,0.01,open,open Position,1297.8
long,-38355.4,0.01,open,open Position,1322.6
long,-38272.75,0.01,open,open Position,1319.75
long,-38264.05,0.01,open,open Position,1319.45
long,-36468.95,0.01,open,open Position,1257.55
long,-36895.25,0.01,open,open Position,1272.25
long,-37437.55,0.01,open,open Position,1290.95
long,-38665.7,0.01,open,open Position,1333.3
long,-38393.1,0.01,open,open Position,1323.9
long,-38355.4,0.01,open,open Position,1322.6
long,-37650.7,0.01,open,open Position,1298.3
long,-37584,0.01,open,open Position,1296
long,-36584.95,0.01,open,open Position,1261.55
long,-36286.25,0.01,open,open Position,1251.25
long,-35903.45,0.01,open,open Position,1238.05
long,-35781.65,0.01,open,open Position,1233.85
long,-36695.15,0.01,open,open Position,1265.35
long,-36647.3,0.01,open,open Position,1263.7
long,-37053.3,0.01,open,open Position,1277.7
long,-37121.45,0.01,open,open Position,1280.05
long,-37069.25,0.01,open,open Position,1278.25
long,-37012.7,0.01,open,open Position,1276.3
long,-36969.2,0.01,open,open Position,1274.8
long,-37415.8,0.01,open,open Position,1290.2
long,-37196.85,0.01,open,open Position,1282.65
long,-36573.35,0.01,open,open Position,1261.15
long,-36521.15,0.01,open,open Position,1259.35
long,-36228.25,0.01,open,open Position,1249.25
long,-36931.5,0.01,open,open Position,1273.5
long,-36647.3,0.01,open,open Position,1263.7
long,-36927.15,0.01,open,open Position,1273.35
long,-36099.2,0.01,open,open Position,1244.8
long,-36792.3,0.01,open,open Position,1268.7
long,-37095.35,0.01,open,open Position,1279.15
long,-37353.45,0.01,open,open Position,1288.05
long,-36988.05,0.01,open,open Position,1275.45
long,-36902.5,0.01,open,open Position,1272.5
long,-37001.1,0.01,open,open Position,1275.9
long,-36509.55,0.01,open,open Position,1258.95
long,-36435.6,0.01,open,open Position,1256.4
long,-36161.55,0.01,open,open Position,1246.95
long,-36566.1,0.01,open,open Position,1260.9
long,-36700.95,0.01,open,open Position,1265.55
long,-36569,0.01,open,open Position,1261
long,-36584.95,0.01,open,open Position,1261.55
long,-36524.05,0.01,open,open Position,1259.45
long,-36540,0.01,open,open Position,1260
long,-36773.45,0.01,open,open Position,1268.05
long,-36680.65,0.01,open,open Position,1264.85
long,-36986.6,0.01,open,open Position,1275.4
long,-36948.9,0.01,open,open Position,1274.1
long,-36860.45,0.01,open,open Position,1271.05
long,-36901.05,0.01,open,open Position,1272.45
long,-36786.5,0.01,open,open Position,1268.5
long,-36773.45,0.01,open,open Position,1268.05
long,-36690.8,0.01,open,open Position,1265.2
long,-36464.6,0.01,open,open Position,1257.4
long,-36534.2,0.01,open,open Position,1259.8
long,-36438.5,0.01,open,open Position,1256.5
long,-36511,0.01,open,open Position,1259
long,-36634.25,0.01,open,open Position,1263.25
long,-36738.65,0.01,open,open Position,1266.85
long,-36864.8,0.01,open,open Position,1271.2
long,-36698.05,0.01,open,open Position,1265.45
long,-36648.75,0.01,open,open Position,1263.75
long,-36181.85,0.01,open,open Position,1247.65
long,-36258.7,0.01,open,open Position,1250.3
long,-35675.8,0.01,open,open Position,1230.2
long,-35565.6,0.01,open,open Position,1226.4
long,-35656.95,0.01,open,open Position,1229.55
long,-35951.3,0.01,open,open Position,1239.7
long,-35852.7,0.01,open,open Position,1236.3
long,-35981.75,0.01,open,open Position,1240.75
long,-35912.15,0.01,open,open Position,1238.35
long,-35697.55,0.01,open,open Position,1230.95
long,-35757,0.01,open,open Position,1233
long,-35604.75,0.01,open,open Position,1227.75
long,-35533.7,0.01,open,open Position,1225.3
long,-35617.8,0.01,open,open Position,1228.2
long,-35333.6,0.01,open,open Position,1218.4
long,-35277.05,0.01,open,open Position,1216.45
long,-35596.05,0.01,open,open Position,1227.45
long,-35394.5,0.01,open,open Position,1220.5
long,-34940.65,0.01,open,open Position,1204.85
long,-34491.15,0.01,open,open Position,1189.35
long,-34602.8,0.01,open,open Position,1193.2
long,-34595.55,0.01,open,open Position,1192.95
long,-34360.65,0.01,open,open Position,1184.85
long,-34262.05,0.01,open,open Position,1181.45
long,-35864.3,0.01,open,open Position,1236.7
long,-36525.5,0.01,open,open Position,1259.5
long,-36560.3,0.01,open,open Position,1260.7
long,-36435.6,0.01,open,open Position,1256.4
long,-36537.1,0.01,open,open Position,1259.9
long,-36290.6,0.01,open,open Position,1251.4
long,-36651.65,0.01,open,open Position,1263.85
long,-36483.45,0.01,open,open Position,1258.05
long,-36283.35,0.01,open,open Position,1251.15
long,-36099.2,0.01,open,open Position,1244.8
long,-35699,0.01,open,open Position,1231
long,-35989,0.01,open,open Position,1241
long,-36039.75,0.01,open,open Position,1242.75
long,-35256.75,0.01,open,open Position,1215.75
long,-35255.3,0.01,open,open Position,1215.7
long,-35583,0.01,open,open Position,1227
long,-35353.9,0.01,open,open Position,1219.1
long,-36033.95,0.01,open,open Position,1242.55
long,-35981.75,0.01,open,open Position,1240.75
long,-36467.5,0.01,open,open Position,1257.5
long,-36490.7,0.01,open,open Position,1258.3
long,-36415.3,0.01,open,open Position,1255.7
long,-36455.9,0.01,open,open Position,1257.1
long,-36174.6,0.01,open,open Position,1247.4
long,-36415.3,0.01,open,open Position,1255.7
long,-36677.75,0.01,open,open Position,1264.75
long,-36905.4,0.01,open,open Position,1272.6
long,-36513.9,0.01,open,open Position,1259.1
long,-36719.8,0.01,open,open Position,1266.2
long,-36519.7,0.01,open,open Position,1259.3
long,-36716.9,0.01,open,open Position,1266.1
long,-37019.95,0.01,open,open Position,1276.55
long,-36718.35,0.01,open,open Position,1266.15
long,-36628.45,0.01,open,open Position,1263.05
long,-36737.2,0.01,open,open Position,1266.8
long,-36716.9,0.01,open,open Position,1266.1
long,-36032.5,0.01,open,open Position,1242.5
long,-36422.55,0.01,open,open Position,1255.95
long,-36335.55,0.01,open,open Position,1252.95
long,-36158.65,0.01,open,open Position,1246.85
long,-36126.75,0.01,open,open Position,1245.75
long,-36338.45,0.01,open,open Position,1253.05
long,-36292.05,0.01,open,open Position,1251.45
long,-36551.6,0.01,open,open Position,1260.4
long,-36529.85,0.01,open,open Position,1259.65
long,-36645.85,0.01,open,open Position,1263.65
long,-36458.8,0.01,open,open Position,1257.2
long,-36454.45,0.01,open,open Position,1257.05
long,-36203.6,0.01,open,open Position,1248.4
long,-36102.1,0.01,open,open Position,1244.9
long,-35875.9,0.01,open,open Position,1237.1
long,-35693.2,0.01,open,open Position,1230.8
long,-35694.65,0.01,open,open Position,1230.85
long,-35446.7,0.01,open,open Position,1222.3
long,-35430.75,0.01,open,open Position,1221.75
long,-35171.2,0.01,open,open Position,1212.8
long,-34998.65,0.01,open,open Position,1206.85
long,-34575.25,0.01,open,open Position,1192.25
long,-35030.55,0.01,open,open Position,1207.95
long,-35230.65,0.01,open,open Position,1214.85
long,-35098.7,0.01,open,open Position,1210.3
long,-35037.8,0.01,open,open Position,1208.2
long,-35134.95,0.01,open,open Position,1211.55
long,-34991.4,0.01,open,open Position,1206.6
long,-35250.95,0.01,open,open Position,1215.55
long,-35242.25,0.01,open,open Position,1215.25
long,-35456.85,0.01,open,open Position,1222.65
long,-35340.85,0.01,open,open Position,1218.65
long,-35014.6,0.01,open,open Position,1207.4
long,-34897.15,0.01,open,open Position,1203.35
long,-34897.15,0.01,open,open Position,1203.35
long,-35114.65,0.01,open,open Position,1210.85
long,-34843.5,0.01,open,open Position,1201.5
