profitLevel,closeLevel,addLossLevel,levrage,maxLongMargin,longPnl,longMargin,maxShortMargin,shortPnl,shortMargin,totalProfit,totalLoss,totalpnl
0.15,0.6,0.3,40,0,0,0,0,0,0,23.40659999999999,-26.966999999999977,-3.5603999999999845
0.15,0.6,0.3,40,0,0,0,0,0,0,27.307699999999993,-31.461499999999972,-4.153799999999976
0.15,0.6,0.3,40,0,0,0,0,0,0,31.208799999999993,-35.95599999999997,-4.7471999999999746
0.15,0.6,0.3,40,0,0,0,0,0,0,35.109899999999996,-40.45049999999997,-5.340599999999973
0.15,0.6,0.3,40,0,0,0,0,0,0,39.01099999999998,-44.94499999999994,-5.933999999999972
0.15,0.6,0.3,45,0,0,0,0,0,0,3.516399999999988,-5.070300000000005,-1.5539000000000167
0.15,0.6,0.3,45,0,0,0,0,0,0,7.032799999999976,-10.14060000000001,-3.1078000000000334
0.15,0.6,0.3,45,0,0,0,0,0,0,10.54919999999996,-15.21090000000001,-4.661700000000049
0.15,0.6,0.3,45,0,0,0,0,0,0,14.065599999999952,-20.28120000000002,-6.215600000000067
0.15,0.6,0.3,45,0,0,0,0,0,0,17.58199999999993,-25.351500000000023,-7.769500000000092
0.15,0.6,0.3,45,0,0,0,0,0,0,21.09839999999992,-30.42180000000002,-9.323400000000097
0.15,0.6,0.3,45,0,0,0,0,0,0,24.61479999999991,-35.492100000000036,-10.877300000000117
0.15,0.6,0.3,45,0,0,0,0,0,0,28.131199999999904,-40.56240000000004,-12.431200000000134
0.15,0.6,0.3,45,0,0,0,0,0,0,31.647599999999876,-45.632700000000035,-13.985100000000148
0.15,0.6,0.3,45,0,0,0,0,0,0,35.16399999999986,-50.703000000000046,-15.539000000000184
0.15,0.6,0.6,3,0.01,0,0,0,0,0,0.6314999999999986,0,0.6314999999999986
0.15,0.6,0.6,3,0.02,0,0,0,0,0,1.2629999999999972,0,1.2629999999999972
0.15,0.6,0.6,3,0.03,0,0,0,0,0,1.8944999999999959,0,1.8944999999999959
0.15,0.6,0.6,3,0.04,0,0,0,0,0,2.5259999999999945,0,2.5259999999999945
0.15,0.6,0.6,3,0.05,0,0,0,0,0,3.1574999999999935,0,3.1574999999999935
0.15,0.6,0.6,3,0.06,0,0,0,0,0,3.7889999999999917,0,3.7889999999999917
0.15,0.6,0.6,3,0.07,0,0,0,0,0,4.420499999999991,0,4.420499999999991
0.15,0.6,0.6,3,0.08,0,0,0,0,0,5.051999999999989,0,5.051999999999989
0.15,0.6,0.6,3,0.09,0,0,0,0,0,5.683499999999987,0,5.683499999999987
0.15,0.6,0.6,3,0.1,0,0,0,0,0,6.314999999999987,0,6.314999999999987
0.15,0.6,0.6,5,0.02,0,0,0.01,0,0,1.6913000000000034,0,1.6913000000000034
0.15,0.6,0.6,5,0.04,0,0,0.02,0,0,3.3826000000000067,0,3.3826000000000067
0.15,0.6,0.6,5,0.06,0,0,0.03,0,0,5.07390000000001,0,5.07390000000001
0.15,0.6,0.6,5,0.08,0,0,0.04,0,0,6.765200000000013,0,6.765200000000013
0.15,0.6,0.6,5,0.1,0,0,0.05,0,0,8.456500000000018,0,8.456500000000018
0.15,0.6,0.6,5,0.12,0,0,0.06,0,0,10.14780000000002,0,10.14780000000002
0.15,0.6,0.6,5,0.14,0,0,0.07,0,0,11.839100000000025,0,11.839100000000025
0.15,0.6,0.6,5,0.16,0,0,0.08,0,0,13.530400000000027,0,13.530400000000027
0.15,0.6,0.6,5,0.18,0,0,0.09,0,0,15.221700000000029,0,15.221700000000029
0.15,0.6,0.6,5,0.2,0,0,0.1,0,0,16.913000000000036,0,16.913000000000036
0.15,0.6,0.6,8,0,0,0,0.01,0,0,1.529499999999998,0,1.529499999999998
0.15,0.6,0.6,8,0,0,0,0.02,0,0,3.058999999999996,0,3.058999999999996
0.15,0.6,0.6,8,0,0,0,0.03,0,0,4.588499999999994,0,4.588499999999994
0.15,0.6,0.6,8,0,0,0,0.04,0,0,6.117999999999992,0,6.117999999999992
0.15,0.6,0.6,8,0,0,0,0.05,0,0,7.647499999999991,0,7.647499999999991
0.15,0.6,0.6,8,0,0,0,0.06,0,0,9.176999999999987,0,9.176999999999987
0.15,0.6,0.6,8,0,0,0,0.07,0,0,10.70649999999999,0,10.70649999999999
0.15,0.6,0.6,8,0,0,0,0.08,0,0,12.235999999999985,0,12.235999999999985
0.15,0.6,0.6,8,0,0,0,0.09,0,0,13.765499999999982,0,13.765499999999982
0.15,0.6,0.6,8,0,0,0,0.1,0,0,15.294999999999982,0,15.294999999999982
0.15,0.6,0.6,9,0,0,0,0.01,0,0,1.8459999999999968,0,1.8459999999999968
0.15,0.6,0.6,9,0,0,0,0.02,0,0,3.6919999999999935,0,3.6919999999999935
0.15,0.6,0.6,9,0,0,0,0.03,0,0,5.5379999999999905,0,5.5379999999999905
0.15,0.6,0.6,9,0,0,0,0.04,0,0,7.383999999999987,0,7.383999999999987
0.15,0.6,0.6,9,0,0,0,0.05,0,0,9.229999999999984,0,9.229999999999984
0.15,0.6,0.6,9,0,0,0,0.06,0,0,11.075999999999981,0,11.075999999999981
0.15,0.6,0.6,9,0,0,0,0.07,0,0,12.921999999999978,0,12.921999999999978
0.15,0.6,0.6,9,0,0,0,0.08,0,0,14.767999999999974,0,14.767999999999974
0.15,0.6,0.6,9,0,0,0,0.09,0,0,16.61399999999997,0,16.61399999999997
0.15,0.6,0.6,9,0,0,0,0.1,0,0,18.45999999999997,0,18.45999999999997
0.15,0.6,0.6,10,0,0,0,0,0,0,1.6717000000000006,0,1.6717000000000006
0.15,0.6,0.6,10,0,0,0,0,0,0,3.3434000000000013,0,3.3434000000000013
0.15,0.6,0.6,10,0,0,0,0,0,0,5.015100000000002,0,5.015100000000002
0.15,0.6,0.6,10,0,0,0,0,0,0,6.6868000000000025,0,6.6868000000000025
0.15,0.6,0.6,10,0,0,0,0,0,0,8.358500000000005,0,8.358500000000005
0.15,0.6,0.6,10,0,0,0,0,0,0,10.030200000000004,0,10.030200000000004
0.15,0.6,0.6,10,0,0,0,0,0,0,11.701900000000006,0,11.701900000000006
0.15,0.6,0.6,10,0,0,0,0,0,0,13.373600000000005,0,13.373600000000005
0.15,0.6,0.6,10,0,0,0,0,0,0,15.045300000000006,0,15.045300000000006
0.15,0.6,0.6,10,0,0,0,0,0,0,16.71700000000001,0,16.71700000000001
0.15,0.6,0.6,11,0,0,0,0.01,0,0,1.6904000000000021,0,1.6904000000000021
0.15,0.6,0.6,11,0,0,0,0.02,0,0,3.3808000000000042,0,3.3808000000000042
0.15,0.6,0.6,11,0,0,0,0.03,0,0,5.0712000000000055,0,5.0712000000000055
0.15,0.6,0.6,11,0,0,0,0.04,0,0,6.7616000000000085,0,6.7616000000000085
0.15,0.6,0.6,11,0,0,0,0.05,0,0,8.452000000000009,0,8.452000000000009
0.15,0.6,0.6,11,0,0,0,0.06,0,0,10.142400000000011,0,10.142400000000011
0.15,0.6,0.6,11,0,0,0,0.07,0,0,11.832800000000013,0,11.832800000000013
0.15,0.6,0.6,11,0,0,0,0.08,0,0,13.523200000000017,0,13.523200000000017
0.15,0.6,0.6,11,0,0,0,0.09,0,0,15.213600000000016,0,15.213600000000016
0.15,0.6,0.6,11,0,0,0,0.1,0,0,16.904000000000018,0,16.904000000000018
0.15,0.6,0.6,12,0.02,0,0,0,0,0,1.7202000000000044,0,1.7202000000000044
0.15,0.6,0.6,12,0.04,0,0,0,0,0,3.440400000000009,0,3.440400000000009
0.15,0.6,0.6,12,0.06,0,0,0,0,0,5.160600000000013,0,5.160600000000013
0.15,0.6,0.6,12,0.08,0,0,0,0,0,6.880800000000018,0,6.880800000000018
0.15,0.6,0.6,12,0.1,0,0,0,0,0,8.601000000000024,0,8.601000000000024
0.15,0.6,0.6,12,0.12,0,0,0,0,0,10.321200000000026,0,10.321200000000026
0.15,0.6,0.6,12,0.14,0,0,0,0,0,12.04140000000003,0,12.04140000000003
0.15,0.6,0.6,12,0.16,0,0,0,0,0,13.761600000000035,0,13.761600000000035
0.15,0.6,0.6,12,0.18,0,0,0,0,0,15.481800000000039,0,15.481800000000039
0.15,0.6,0.6,12,0.2,0,0,0,0,0,17.202000000000048,0,17.202000000000048
0.15,0.6,0.6,15,0,0,0,0,0,0,1.9343999999999961,0,1.9343999999999961
0.15,0.6,0.6,15,0,0,0,0,0,0,3.8687999999999922,0,3.8687999999999922
0.15,0.6,0.6,15,0,0,0,0,0,0,5.803199999999989,0,5.803199999999989
0.15,0.6,0.6,15,0,0,0,0,0,0,7.7375999999999845,0,7.7375999999999845
0.15,0.6,0.6,15,0,0,0,0,0,0,9.671999999999981,0,9.671999999999981
0.15,0.6,0.6,15,0,0,0,0,0,0,11.606399999999978,0,11.606399999999978
0.15,0.6,0.6,15,0,0,0,0,0,0,13.540799999999972,0,13.540799999999972
0.15,0.6,0.6,15,0,0,0,0,0,0,15.475199999999969,0,15.475199999999969
0.15,0.6,0.6,15,0,0,0,0,0,0,17.409599999999962,0,17.409599999999962
0.15,0.6,0.6,15,0,0,0,0,0,0,19.343999999999962,0,19.343999999999962
0.15,0.6,0.6,18,0,0,0,0,0,0,1.6685999999999945,-0.3921000000000004,1.2764999999999942
0.15,0.6,0.6,18,0,0,0,0,0,0,3.337199999999989,-0.7842000000000008,2.5529999999999884
0.15,0.6,0.6,18,0,0,0,0,0,0,5.005799999999983,-1.176300000000001,3.829499999999982
0.15,0.6,0.6,18,0,0,0,0,0,0,6.674399999999978,-1.5684000000000016,5.105999999999977
0.15,0.6,0.6,18,0,0,0,0,0,0,8.342999999999972,-1.960500000000002,6.382499999999969
0.15,0.6,0.6,18,0,0,0,0,0,0,10.011599999999966,-2.352600000000002,7.658999999999964
0.15,0.6,0.6,18,0,0,0,0,0,0,11.680199999999964,-2.744700000000003,8.93549999999996
0.15,0.6,0.6,18,0,0,0,0,0,0,13.348799999999956,-3.136800000000003,10.211999999999954
0.15,0.6,0.6,18,0,0,0,0,0,0,15.017399999999952,-3.5289000000000033,11.488499999999949
0.15,0.6,0.6,18,0,0,0,0,0,0,16.685999999999943,-3.921000000000004,12.764999999999938
0.15,0.6,0.6,20,0,0,0,0,0,0,1.6002999999999954,-0.7183999999999992,0.8818999999999964
0.15,0.6,0.6,20,0,0,0,0,0,0,3.200599999999991,-1.4367999999999983,1.7637999999999927
0.15,0.6,0.6,20,0,0,0,0,0,0,4.800899999999986,-2.1551999999999976,2.6456999999999877
0.15,0.6,0.6,20,0,0,0,0,0,0,6.401199999999982,-2.8735999999999966,3.5275999999999854
0.15,0.6,0.6,20,0,0,0,0,0,0,8.001499999999975,-3.591999999999996,4.409499999999979
0.15,0.6,0.6,20,0,0,0,0,0,0,9.601799999999972,-4.310399999999995,5.2913999999999755
0.15,0.6,0.6,20,0,0,0,0,0,0,11.202099999999968,-5.028799999999995,6.173299999999973
0.15,0.6,0.6,20,0,0,0,0,0,0,12.802399999999963,-5.747199999999993,7.055199999999971
0.15,0.6,0.6,20,0,0,0,0,0,0,14.402699999999957,-6.465599999999992,7.937099999999965
0.15,0.6,0.6,20,0,0,0,0,0,0,16.00299999999995,-7.183999999999992,8.818999999999958
0.15,0.6,0.6,25,0,0,0,0,0,0,1.4742999999999984,-1.4801000000000022,-0.005800000000003719
0.15,0.6,0.6,25,0,0,0,0,0,0,2.948599999999997,-2.9602000000000044,-0.011600000000007438
0.15,0.6,0.6,25,0,0,0,0,0,0,4.422899999999995,-4.440300000000007,-0.017400000000011018
0.15,0.6,0.6,25,0,0,0,0,0,0,5.897199999999994,-5.920400000000009,-0.023200000000014875
0.15,0.6,0.6,25,0,0,0,0,0,0,7.371499999999992,-7.400500000000011,-0.029000000000018678
0.15,0.6,0.6,25,0,0,0,0,0,0,8.84579999999999,-8.880600000000014,-0.034800000000022036
0.15,0.6,0.6,25,0,0,0,0,0,0,10.320099999999988,-10.360700000000016,-0.04060000000002573
0.15,0.6,0.6,25,0,0,0,0,0,0,11.794399999999987,-11.840800000000018,-0.04640000000002975
0.15,0.6,0.6,25,0,0,0,0,0,0,13.268699999999985,-13.32090000000002,-0.05220000000003411
0.15,0.6,0.6,25,0,0,0,0,0,0,14.742999999999984,-14.801000000000021,-0.058000000000037355
0.15,0.6,0.6,30,0,0,0,0,0,0,1.611599999999994,-1.1985000000000037,0.4130999999999903
0.15,0.6,0.6,30,0,0,0,0,0,0,3.223199999999988,-2.3970000000000073,0.8261999999999806
0.15,0.6,0.6,30,0,0,0,0,0,0,4.834799999999982,-3.59550000000001,1.2392999999999705
0.15,0.6,0.6,30,0,0,0,0,0,0,6.446399999999976,-4.794000000000015,1.6523999999999612
0.15,0.6,0.6,30,0,0,0,0,0,0,8.05799999999997,-5.9925000000000175,2.06549999999995
0.15,0.6,0.6,30,0,0,0,0,0,0,9.669599999999964,-7.19100000000002,2.478599999999941
0.15,0.6,0.6,30,0,0,0,0,0,0,11.281199999999957,-8.389500000000027,2.8916999999999318
0.15,0.6,0.6,30,0,0,0,0,0,0,12.892799999999951,-9.58800000000003,3.3047999999999225
0.15,0.6,0.6,30,0,0,0,0,0,0,14.504399999999945,-10.786500000000032,3.7178999999999145
0.15,0.6,0.6,30,0,0,0,0,0,0,16.11599999999994,-11.985000000000035,4.1309999999999
0.15,0.6,0.6,35,0,0,0,0,0,0,1.709899999999993,-1.2608999999999992,0.44899999999999385
0.15,0.6,0.6,35,0,0,0,0,0,0,3.419799999999986,-2.5217999999999985,0.8979999999999877
0.15,0.6,0.6,35,0,0,0,0,0,0,5.12969999999998,-3.7826999999999975,1.3469999999999822
0.15,0.6,0.6,35,0,0,0,0,0,0,6.839599999999972,-5.043599999999997,1.7959999999999754
0.15,0.6,0.6,35,0,0,0,0,0,0,8.549499999999966,-6.3044999999999956,2.24499999999997
0.15,0.6,0.6,35,0,0,0,0,0,0,10.25939999999996,-7.565399999999995,2.6939999999999644
0.15,0.6,0.6,35,0,0,0,0,0,0,11.969299999999954,-8.826299999999996,3.142999999999961
0.15,0.6,0.6,35,0,0,0,0,0,0,13.679199999999945,-10.087199999999994,3.591999999999951
0.15,0.6,0.6,35,0,0,0,0,0,0,15.389099999999935,-11.348099999999992,4.040999999999943
0.15,0.6,0.6,35,0,0,0,0,0,0,17.098999999999933,-12.608999999999991,4.48999999999994
0.15,0.6,0.6,40,0,0,0,0,0,0,1.7368000000000055,-2.1971000000000003,-0.4602999999999952
0.15,0.6,0.6,40,0,0,0,0,0,0,3.473600000000011,-4.3942000000000005,-0.9205999999999904
0.15,0.6,0.6,40,0,0,0,0,0,0,5.210400000000014,-6.591300000000001,-1.3808999999999862
0.15,0.6,0.6,40,0,0,0,0,0,0,6.947200000000022,-8.788400000000001,-1.8411999999999809
0.15,0.6,0.6,40,0,0,0,0,0,0,8.684000000000028,-10.985500000000004,-2.3014999999999772
0.15,0.6,0.6,40,0,0,0,0,0,0,10.420800000000028,-13.182600000000003,-2.7617999999999725
0.15,0.6,0.6,40,0,0,0,0,0,0,12.157600000000038,-15.379700000000003,-3.2220999999999678
0.15,0.6,0.6,40,0,0,0,0,0,0,13.894400000000044,-17.576800000000002,-3.6823999999999617
0.15,0.6,0.6,40,0,0,0,0,0,0,15.631200000000042,-19.773900000000005,-4.142699999999958
0.15,0.6,0.6,40,0,0,0,0,0,0,17.368000000000055,-21.971000000000007,-4.6029999999999545
0.15,0.6,0.6,45,0,0,0,0,0,0,1.6815999999999984,-2.535600000000002,-0.8540000000000033
0.15,0.6,0.6,45,0,0,0,0,0,0,3.363199999999997,-5.071200000000004,-1.7080000000000066
0.15,0.6,0.6,45,0,0,0,0,0,0,5.044799999999996,-7.606800000000004,-2.5620000000000096
0.15,0.6,0.6,45,0,0,0,0,0,0,6.726399999999994,-10.142400000000007,-3.4160000000000132
0.15,0.6,0.6,45,0,0,0,0,0,0,8.407999999999992,-12.678000000000008,-4.270000000000017
0.15,0.6,0.6,45,0,0,0,0,0,0,10.089599999999992,-15.213600000000008,-5.124000000000019
0.15,0.6,0.6,45,0,0,0,0,0,0,11.77119999999999,-17.749200000000013,-5.97800000000002
0.15,0.6,0.6,45,0,0,0,0,0,0,13.452799999999987,-20.284800000000015,-6.8320000000000265
0.15,0.6,0.6,45,0,0,0,0,0,0,15.134399999999987,-22.820400000000014,-7.686000000000027
0.15,0.6,0.6,45,0,0,0,0,0,0,16.815999999999985,-25.356000000000016,-8.540000000000035
0.15,0.6,0.85,3,0,0,0,0,0,0,0.5656999999999994,0,0.5656999999999994
0.15,0.6,0.85,3,0,0,0,0,0,0,1.1313999999999989,0,1.1313999999999989
0.15,0.6,0.85,3,0,0,0,0,0,0,1.697099999999998,0,1.697099999999998
0.15,0.6,0.85,3,0,0,0,0,0,0,2.2627999999999977,0,2.2627999999999977
0.15,0.6,0.85,3,0,0,0,0,0,0,2.828499999999997,0,2.828499999999997
0.15,0.6,0.85,3,0,0,0,0,0,0,3.394199999999996,0,3.394199999999996
0.15,0.6,0.85,3,0,0,0,0,0,0,3.9598999999999958,0,3.9598999999999958
0.15,0.6,0.85,3,0,0,0,0,0,0,4.525599999999995,0,4.525599999999995
0.15,0.6,0.85,3,0,0,0,0,0,0,5.091299999999994,0,5.091299999999994
0.15,0.6,0.85,3,0,0,0,0,0,0,5.656999999999994,0,5.656999999999994
0.15,0.6,0.85,5,0.01,0,0,0,0,0,0.7302000000000021,0,0.7302000000000021
0.15,0.6,0.85,5,0.02,0,0,0,0,0,1.4604000000000041,0,1.4604000000000041
0.15,0.6,0.85,5,0.03,0,0,0,0,0,2.190600000000006,0,2.190600000000006
0.15,0.6,0.85,5,0.04,0,0,0,0,0,2.9208000000000083,0,2.9208000000000083
0.15,0.6,0.85,5,0.05,0,0,0,0,0,3.6510000000000105,0,3.6510000000000105
0.15,0.6,0.85,5,0.06,0,0,0,0,0,4.381200000000012,0,4.381200000000012
0.15,0.6,0.85,5,0.07,0,0,0,0,0,5.111400000000016,0,5.111400000000016
0.15,0.6,0.85,5,0.08,0,0,0,0,0,5.841600000000017,0,5.841600000000017
0.15,0.6,0.85,5,0.09,0,0,0,0,0,6.571800000000019,0,6.571800000000019
0.15,0.6,0.85,5,0.1,0,0,0,0,0,7.302000000000021,0,7.302000000000021
0.15,0.6,0.85,8,0,0,0,0,0,0,1.041099999999999,0,1.041099999999999
0.15,0.6,0.85,8,0,0,0,0,0,0,2.082199999999998,0,2.082199999999998
0.15,0.6,0.85,8,0,0,0,0,0,0,3.123299999999997,0,3.123299999999997
0.15,0.6,0.85,8,0,0,0,0,0,0,4.164399999999996,0,4.164399999999996
0.15,0.6,0.85,8,0,0,0,0,0,0,5.205499999999996,0,5.205499999999996
0.15,0.6,0.85,8,0,0,0,0,0,0,6.246599999999994,0,6.246599999999994
0.15,0.6,0.85,8,0,0,0,0,0,0,7.287699999999993,0,7.287699999999993
0.15,0.6,0.85,8,0,0,0,0,0,0,8.328799999999992,0,8.328799999999992
0.15,0.6,0.85,8,0,0,0,0,0,0,9.36989999999999,0,9.36989999999999
0.15,0.6,0.85,8,0,0,0,0,0,0,10.410999999999992,0,10.410999999999992
0.15,0.6,0.85,9,0,0,0,0,0,0,1.1223000000000023,0,1.1223000000000023
0.15,0.6,0.85,9,0,0,0,0,0,0,2.2446000000000046,0,2.2446000000000046
0.15,0.6,0.85,9,0,0,0,0,0,0,3.3669000000000073,0,3.3669000000000073
0.15,0.6,0.85,9,0,0,0,0,0,0,4.489200000000009,0,4.489200000000009
0.15,0.6,0.85,9,0,0,0,0,0,0,5.611500000000013,0,5.611500000000013
0.15,0.6,0.85,9,0,0,0,0,0,0,6.733800000000015,0,6.733800000000015
0.15,0.6,0.85,9,0,0,0,0,0,0,7.856100000000017,0,7.856100000000017
0.15,0.6,0.85,9,0,0,0,0,0,0,8.978400000000018,0,8.978400000000018
0.15,0.6,0.85,9,0,0,0,0,0,0,10.100700000000021,0,10.100700000000021
0.15,0.6,0.85,9,0,0,0,0,0,0,11.223000000000026,0,11.223000000000026
0.15,0.6,0.85,10,0,0,0,0.01,0,0,1.1900000000000022,0,1.1900000000000022
0.15,0.6,0.85,10,0,0,0,0.02,0,0,2.3800000000000043,0,2.3800000000000043
0.15,0.6,0.85,10,0,0,0,0.03,0,0,3.5700000000000065,0,3.5700000000000065
0.15,0.6,0.85,10,0,0,0,0.04,0,0,4.760000000000009,0,4.760000000000009
0.15,0.6,0.85,10,0,0,0,0.05,0,0,5.950000000000011,0,5.950000000000011
0.15,0.6,0.85,10,0,0,0,0.06,0,0,7.140000000000013,0,7.140000000000013
0.15,0.6,0.85,10,0,0,0,0.07,0,0,8.330000000000016,0,8.330000000000016
0.15,0.6,0.85,10,0,0,0,0.08,0,0,9.520000000000017,0,9.520000000000017
0.15,0.6,0.85,10,0,0,0,0.09,0,0,10.710000000000022,0,10.710000000000022
0.15,0.6,0.85,10,0,0,0,0.1,0,0,11.900000000000022,0,11.900000000000022
0.15,0.6,0.85,11,0,0,0,0,0,0,1.109699999999998,0,1.109699999999998
0.15,0.6,0.85,11,0,0,0,0,0,0,2.219399999999996,0,2.219399999999996
0.15,0.6,0.85,11,0,0,0,0,0,0,3.329099999999994,0,3.329099999999994
0.15,0.6,0.85,11,0,0,0,0,0,0,4.438799999999992,0,4.438799999999992
0.15,0.6,0.85,11,0,0,0,0,0,0,5.548499999999991,0,5.548499999999991
0.15,0.6,0.85,11,0,0,0,0,0,0,6.658199999999988,0,6.658199999999988
0.15,0.6,0.85,11,0,0,0,0,0,0,7.767899999999986,0,7.767899999999986
0.15,0.6,0.85,11,0,0,0,0,0,0,8.877599999999983,0,8.877599999999983
0.15,0.6,0.85,11,0,0,0,0,0,0,9.987299999999982,0,9.987299999999982
0.15,0.6,0.85,11,0,0,0,0,0,0,11.096999999999982,0,11.096999999999982
0.15,0.6,0.85,12,0,0,0,0,0,0,1.161099999999999,0,1.161099999999999
0.15,0.6,0.85,12,0,0,0,0,0,0,2.322199999999998,0,2.322199999999998
0.15,0.6,0.85,12,0,0,0,0,0,0,3.4832999999999967,0,3.4832999999999967
0.15,0.6,0.85,12,0,0,0,0,0,0,4.644399999999996,0,4.644399999999996
0.15,0.6,0.85,12,0,0,0,0,0,0,5.805499999999996,0,5.805499999999996
0.15,0.6,0.85,12,0,0,0,0,0,0,6.9665999999999935,0,6.9665999999999935
0.15,0.6,0.85,12,0,0,0,0,0,0,8.127699999999994,0,8.127699999999994
0.15,0.6,0.85,12,0,0,0,0,0,0,9.288799999999991,0,9.288799999999991
0.15,0.6,0.85,12,0,0,0,0,0,0,10.449899999999992,0,10.449899999999992
0.15,0.6,0.85,12,0,0,0,0,0,0,11.610999999999992,0,11.610999999999992
0.15,0.6,0.85,15,0,0,0,0,0,0,1.238400000000004,0,1.238400000000004
0.15,0.6,0.85,15,0,0,0,0,0,0,2.476800000000008,0,2.476800000000008
0.15,0.6,0.85,15,0,0,0,0,0,0,3.715200000000012,0,3.715200000000012
0.15,0.6,0.85,15,0,0,0,0,0,0,4.953600000000016,0,4.953600000000016
0.15,0.6,0.85,15,0,0,0,0,0,0,6.192000000000019,0,6.192000000000019
0.15,0.6,0.85,15,0,0,0,0,0,0,7.430400000000024,0,7.430400000000024
0.15,0.6,0.85,15,0,0,0,0,0,0,8.668800000000026,0,8.668800000000026
0.15,0.6,0.85,15,0,0,0,0,0,0,9.907200000000032,0,9.907200000000032
0.15,0.6,0.85,15,0,0,0,0,0,0,11.145600000000035,0,11.145600000000035
0.15,0.6,0.85,15,0,0,0,0,0,0,12.384000000000038,0,12.384000000000038
0.15,0.6,0.85,18,0.01,0,0,0,0,0,0.9210000000000014,-0.8942000000000008,0.026800000000000657
0.15,0.6,0.85,18,0.02,0,0,0,0,0,1.8420000000000027,-1.7884000000000015,0.05360000000000131
0.15,0.6,0.85,18,0.03,0,0,0,0,0,2.763000000000004,-2.682600000000002,0.08040000000000186
0.15,0.6,0.85,18,0.04,0,0,0,0,0,3.6840000000000055,-3.576800000000003,0.10720000000000263
0.15,0.6,0.85,18,0.05,0,0,0,0,0,4.6050000000000075,-4.471000000000004,0.13400000000000367
0.15,0.6,0.85,18,0.06,0,0,0,0,0,5.526000000000008,-5.365200000000004,0.16080000000000372
0.15,0.6,0.85,18,0.07,0,0,0,0,0,6.447000000000011,-6.259400000000006,0.18760000000000443
0.15,0.6,0.85,18,0.08,0,0,0,0,0,7.368000000000011,-7.153600000000006,0.21440000000000525
0.15,0.6,0.85,18,0.09,0,0,0,0,0,8.289000000000012,-8.047800000000006,0.24120000000000563
0.15,0.6,0.85,18,0.1,0,0,0,0,0,9.210000000000015,-8.942000000000007,0.26800000000000734
0.15,0.6,0.85,20,0,0,0,0,0,0,1.2671000000000006,-0.34960000000000035,0.9175
0.15,0.6,0.85,20,0,0,0,0,0,0,2.534200000000001,-0.6992000000000007,1.835
0.15,0.6,0.85,20,0,0,0,0,0,0,3.8013000000000012,-1.048800000000001,2.7525
0.15,0.6,0.85,20,0,0,0,0,0,0,5.068400000000002,-1.3984000000000014,3.67
0.15,0.6,0.85,20,0,0,0,0,0,0,6.335500000000002,-1.748000000000002,4.5875
0.15,0.6,0.85,20,0,0,0,0,0,0,7.6026000000000025,-2.097600000000002,5.505
0.15,0.6,0.85,20,0,0,0,0,0,0,8.869700000000002,-2.4472000000000027,6.422499999999999
0.15,0.6,0.85,20,0,0,0,0,0,0,10.136800000000004,-2.796800000000003,7.34
0.15,0.6,0.85,20,0,0,0,0,0,0,11.403900000000004,-3.146400000000003,8.257499999999999
0.15,0.6,0.85,20,0,0,0,0,0,0,12.671000000000005,-3.496000000000004,9.175
0.15,0.6,0.85,25,0,0,0,0,0,0,1.1285999999999965,-0.5722999999999979,0.5562999999999987
0.15,0.6,0.85,25,0,0,0,0,0,0,2.257199999999993,-1.1445999999999958,1.1125999999999974
0.15,0.6,0.85,25,0,0,0,0,0,0,3.38579999999999,-1.7168999999999937,1.668899999999996
0.15,0.6,0.85,25,0,0,0,0,0,0,4.514399999999986,-2.2891999999999917,2.2251999999999947
0.15,0.6,0.85,25,0,0,0,0,0,0,5.642999999999983,-2.8614999999999897,2.781499999999993
0.15,0.6,0.85,25,0,0,0,0,0,0,6.77159999999998,-3.4337999999999873,3.337799999999992
0.15,0.6,0.85,25,0,0,0,0,0,0,7.900199999999978,-4.006099999999986,3.8940999999999915
0.15,0.6,0.85,25,0,0,0,0,0,0,9.028799999999972,-4.578399999999983,4.4503999999999895
0.15,0.6,0.85,25,0,0,0,0,0,0,10.15739999999997,-5.150699999999981,5.006699999999989
0.15,0.6,0.85,25,0,0,0,0,0,0,11.285999999999966,-5.722999999999979,5.562999999999986
0.15,0.6,0.85,30,0,0,0,0,0,0,1.0146000000000004,-1.2276999999999998,-0.21309999999999935
0.15,0.6,0.85,30,0,0,0,0,0,0,2.029200000000001,-2.4553999999999996,-0.4261999999999987
0.15,0.6,0.85,30,0,0,0,0,0,0,3.0438000000000005,-3.6830999999999996,-0.6392999999999982
0.15,0.6,0.85,30,0,0,0,0,0,0,4.058400000000002,-4.910799999999999,-0.8523999999999974
0.15,0.6,0.85,30,0,0,0,0,0,0,5.073000000000002,-6.138499999999999,-1.0654999999999966
0.15,0.6,0.85,30,0,0,0,0,0,0,6.087600000000001,-7.366199999999999,-1.2785999999999964
0.15,0.6,0.85,30,0,0,0,0,0,0,7.102200000000003,-8.5939,-1.4916999999999974
0.15,0.6,0.85,30,0,0,0,0,0,0,8.116800000000003,-9.821599999999998,-1.7047999999999948
0.15,0.6,0.85,30,0,0,0,0,0,0,9.131400000000005,-11.049299999999999,-1.9178999999999964
0.15,0.6,0.85,30,0,0,0,0,0,0,10.146000000000004,-12.276999999999997,-2.130999999999993
0.15,0.6,0.85,35,0,0,0,0,0,0,0.9394000000000006,-1.5102000000000022,-0.5708000000000016
