timeStamp,open,high,low,close,vol
2022.09.02 04:45,1576.5,1579.7,1574.95,1578.9,4282.56
2022.09.02 05:00,1578.9,1583.55,1572,1573.65,18686.93
2022.09.02 05:15,1573.65,1576.4,1566.8,1570.35,11937.71
2022.09.02 05:30,1570.35,1574.7,1570.3,1573.3,5527.21
2022.09.02 05:45,1573.3,1578.6,1573.25,1577.25,5386.91
2022.09.02 06:00,1577.25,1604.4,1576.85,1596.05,52655.89
2022.09.02 06:15,1596.05,1605.75,1589.9,1594,22801
2022.09.02 06:30,1594,1601.95,1591.35,1601.7,14119.35
2022.09.02 06:45,1601.7,1602.65,1594.85,1594.9,7814.87
2022.09.02 07:00,1594.9,1598.2,1591.9,1593.6,7018.17
2022.09.02 07:15,1593.6,1610.4,1593.55,1600,32530.01
2022.09.02 07:30,1600,1600.5,1594.65,1595.6,7175.16
2022.09.02 07:45,1595.6,1595.6,1590.85,1593.3,10394.22
2022.09.02 08:00,1593.3,1593.85,1588.1,1591.25,7317.77
2022.09.02 08:15,1591.25,1591.25,1586.6,1587,9802.39
2022.09.02 08:30,1587,1592.7,1585.55,1587.6,8784.55
2022.09.02 08:45,1587.6,1593.05,1587.15,1590.6,5823.19
2022.09.02 09:00,1590.6,1591.65,1577.35,1583.95,19928.74
2022.09.02 09:15,1583.95,1586.15,1583.05,1584.15,4638.79
2022.09.02 09:30,1584.15,1588,1583.6,1585.85,5845.28
2022.09.02 09:45,1585.85,1591.25,1585.55,1587.8,6954.97
2022.09.02 10:00,1587.8,1588.35,1580.65,1585.95,10779.22
2022.09.02 10:15,1585.95,1595.3,1585.95,1592.35,9631.17
2022.09.02 10:30,1592.35,1594,1589.3,1592.3,5349.23
2022.09.02 10:45,1592.3,1596.55,1592,1593.25,6378.29
2022.09.02 11:00,1593.25,1597.05,1588.15,1589.1,8680.66
2022.09.02 11:15,1589.1,1591.2,1585.3,1589.2,6629.99
2022.09.02 11:30,1589.2,1590.75,1584.2,1586.55,5844.69
2022.09.02 11:45,1586.55,1590.45,1583.65,1589.35,6734.99
2022.09.02 12:00,1589.35,1590.9,1585.7,1587.15,4231.84
2022.09.02 12:15,1587.15,1596.8,1586.35,1595.25,10680.02
2022.09.02 12:30,1595.25,1595.5,1589.75,1591.05,3926.41
2022.09.02 12:45,1591.05,1595.6,1591.05,1593.05,3263.3
2022.09.02 13:00,1593.05,1596.95,1591.55,1596.5,5589.66
2022.09.02 13:15,1596.5,1602.25,1588.5,1589.5,17421.12
2022.09.02 13:30,1589.5,1591.05,1581.15,1586.8,14138.17
2022.09.02 13:45,1586.8,1590.85,1584.2,1588.5,8313.66
2022.09.02 14:00,1588.5,1589.7,1582,1584.75,9250.51
2022.09.02 14:15,1584.75,1586.4,1581.5,1585.35,4471.6
2022.09.02 14:30,1585.35,1588.35,1582,1588.25,4881.95
2022.09.02 14:45,1588.25,1593.5,1587.35,1592.3,9389.08
2022.09.02 15:00,1592.3,1597.4,1589.4,1592.1,13895.49
2022.09.02 15:15,1592.1,1605.35,1585.35,1593.95,37427.63
2022.09.02 15:30,1593.95,1642.95,1565,1619.5,281882.27
2022.09.02 15:45,1619.5,1626.45,1606.05,1622.85,69014.62
2022.09.02 16:00,1622.85,1639.8,1619.8,1631.65,49668.76
2022.09.02 16:15,1631.65,1643.85,1631.35,1638.7,34447.83
2022.09.02 16:30,1638.7,1641.7,1627.7,1630,35913.19
2022.09.02 16:45,1630,1637.25,1626.55,1628.15,23820.98
2022.09.02 17:00,1628.15,1637.5,1620.45,1635.5,34115.05
2022.09.02 17:15,1635.5,1638.6,1630.55,1637.15,14260.39
2022.09.02 17:30,1637.15,1647.95,1635.8,1640.5,44827.51
2022.09.02 17:45,1640.5,1640.9,1633.6,1636.05,14345.93
2022.09.02 18:00,1636.05,1642.3,1635.3,1638.15,11013.79
2022.09.02 18:15,1638.15,1638.75,1631,1633.55,12485.71
2022.09.02 18:30,1633.55,1635.2,1628.9,1630.55,13347.13
2022.09.02 18:45,1630.55,1638,1630.1,1635.5,8761.22
2022.09.02 19:00,1635.5,1638.35,1632.1,1634.2,8439.82
2022.09.02 19:15,1634.2,1634.2,1623,1623.3,17093.06
2022.09.02 19:30,1623.3,1626.05,1613.5,1613.85,29227.22
2022.09.02 19:45,1613.85,1616.6,1603.3,1609.45,38099.83
2022.09.02 20:00,1609.45,1609.45,1597,1604.35,30981.68
2022.09.02 20:15,1604.35,1611.8,1586.25,1591.25,58617.66
2022.09.02 20:30,1591.25,1595,1585.5,1592.7,25087.53
2022.09.02 20:45,1592.7,1596.05,1579.2,1582.6,31637.3
2022.09.02 21:00,1582.6,1588.85,1571.65,1574.3,41165.66
2022.09.02 21:15,1574.3,1582.75,1570,1580.5,35353.14
2022.09.02 21:30,1580.5,1587.45,1572.3,1584.05,22028.32
2022.09.02 21:45,1584.05,1584.1,1574.6,1576.9,18637.05
2022.09.02 22:00,1576.9,1580.35,1574.3,1579.15,9275.83
2022.09.02 22:15,1579.15,1580,1550,1558.5,58802.91
2022.09.02 22:30,1558.5,1558.5,1543.5,1550.1,35639.79
2022.09.02 22:45,1550.1,1561.7,1548.35,1560.8,29441.41
2022.09.02 23:00,1560.8,1560.8,1550.2,1557.2,19118.19
2022.09.02 23:15,1557.2,1560.9,1555,1560.35,11440.78
2022.09.02 23:30,1560.35,1561.1,1556.1,1557.95,10078.34
2022.09.02 23:45,1557.95,1568.05,1557.5,1567.7,12013.51
2022.09.03 00:00,1567.7,1574.75,1566.45,1573.45,21376.83
2022.09.03 00:15,1573.45,1577.15,1571.05,1571.05,10214.85
2022.09.03 00:30,1571.05,1583.25,1571.05,1580.1,13253.59
2022.09.03 00:45,1580.1,1583.8,1575.7,1578.85,9036.2
2022.09.03 01:00,1578.85,1586,1576.65,1581.65,10828.19
2022.09.03 01:15,1581.65,1581.65,1571.25,1575,11322.01
2022.09.03 01:30,1575,1578.4,1567.15,1572.4,17903.12
2022.09.03 01:45,1572.4,1583.6,1570.85,1579.6,16974.28
2022.09.03 02:00,1579.6,1581,1574.5,1579.3,6906.6
2022.09.03 02:15,1579.3,1580.5,1574.8,1577.4,5324.29
2022.09.03 02:30,1577.4,1577.8,1573.6,1574.15,4752.7
2022.09.03 02:45,1574.15,1578.3,1571.5,1574.1,5916.2
2022.09.03 03:00,1574.1,1574.3,1563.95,1568.2,15908.22
2022.09.03 03:15,1568.2,1575,1567.55,1572.85,5529.24
2022.09.03 03:30,1572.85,1581.4,1570.1,1579.1,13659.08
2022.09.03 03:45,1579.1,1579.35,1575.55,1575.8,5491.41
2022.09.03 04:00,1575.8,1577,1567.15,1570.85,10804.95
2022.09.03 04:15,1570.85,1574.6,1570.75,1573.4,4008.53
2022.09.03 04:30,1573.4,1574.15,1568.55,1571.15,4858.75
2022.09.03 04:45,1571.15,1573.35,1570.3,1572.55,2829.85
2022.09.03 05:00,1572.55,1572.7,1567.6,1568.95,5029.27
2022.09.03 05:15,1568.95,1569,1559.2,1564.5,17246.95
2022.09.03 05:30,1564.5,1571.05,1562.7,1569.4,7787.65
2022.09.03 05:45,1569.4,1570.05,1564.7,1566.7,5791.37
2022.09.03 06:00,1566.7,1566.7,1555.1,1555.35,17356.1
2022.09.03 06:15,1555.35,1561.75,1553,1554.15,14604.01
2022.09.03 06:30,1554.15,1563.45,1554.05,1561.9,11903.21
2022.09.03 06:45,1561.9,1563.65,1557.8,1560.5,4393.02
2022.09.03 07:00,1560.5,1565.95,1557.6,1564.15,5868.51
2022.09.03 07:15,1564.15,1564.4,1561,1564,4294.3
2022.09.03 07:30,1564,1566.75,1561.25,1561.7,4695.07
2022.09.03 07:45,1561.7,1564.4,1560.15,1564.2,3592.95
2022.09.03 08:00,1564.2,1568.8,1564.15,1568.25,5808.61
2022.09.03 08:15,1568.25,1568.3,1564.85,1565.7,2783.42
2022.09.03 08:30,1565.7,1568.65,1565.7,1568.3,5109.41
2022.09.03 08:45,1568.3,1572.35,1566.7,1569.9,8531.87
2022.09.03 09:00,1569.9,1570.75,1564.8,1566.35,10488.56
2022.09.03 09:15,1566.35,1567.35,1557.25,1560.5,14722.52
2022.09.03 09:30,1560.5,1564.35,1560,1563.4,6666.13
2022.09.03 09:45,1563.4,1567.1,1562.55,1563.35,4458.98
2022.09.03 10:00,1563.35,1566.55,1560.55,1560.95,3764.62
2022.09.03 10:15,1560.95,1563.8,1559.6,1562.95,3552.99
2022.09.03 10:30,1562.95,1564.25,1555,1557.6,7498.47
2022.09.03 10:45,1557.6,1559.2,1532.8,1542.9,71839.27
2022.09.03 11:00,1542.9,1546.9,1539.15,1542.25,17010.78
2022.09.03 11:15,1542.25,1551.1,1540.5,1548.5,11496.96
2022.09.03 11:30,1548.5,1548.55,1543.15,1546.3,9702.98
2022.09.03 11:45,1546.3,1548.45,1542.35,1543.25,9532.78
2022.09.03 12:00,1543.25,1551.55,1538.25,1547.8,17963.08
2022.09.03 12:15,1547.8,1553.1,1547.15,1550.95,6824.8
2022.09.03 12:30,1550.95,1553.85,1547.6,1548.45,9369.15
2022.09.03 12:45,1548.45,1551.8,1546.5,1550.7,3969.79
2022.09.03 13:00,1550.7,1557.55,1550.45,1556.45,11673.1
2022.09.03 13:15,1556.45,1558.85,1553.7,1555.5,7519.03
2022.09.03 13:30,1555.5,1555.5,1549.7,1551.15,5877.27
2022.09.03 13:45,1551.15,1557.3,1550.05,1554.7,6515.43
2022.09.03 14:00,1554.7,1555.25,1552.3,1553.45,2919.22
2022.09.03 14:15,1553.45,1553.45,1544.8,1550.5,14251.05
2022.09.03 14:30,1550.5,1550.85,1547,1548.65,3778.49
2022.09.03 14:45,1548.65,1549.25,1542.4,1547.75,10094.66
2022.09.03 15:00,1547.75,1554.7,1545.3,1553.45,8522.2
2022.09.03 15:15,1553.45,1556.4,1549.15,1554.15,11505.14
2022.09.03 15:30,1554.15,1558.1,1552,1552.35,9368.33
2022.09.03 15:45,1552.35,1556.75,1550.9,1556.7,7521.18
2022.09.03 16:00,1556.7,1558,1553.5,1554.55,5859.24
2022.09.03 16:15,1554.55,1557.3,1552.4,1554.7,4055.32
2022.09.03 16:30,1554.7,1557.4,1553.35,1556.9,5115.92
2022.09.03 16:45,1556.9,1566.75,1556.9,1560.4,24129.29
2022.09.03 17:00,1560.4,1560.9,1552.55,1554.8,9947.75
2022.09.03 17:15,1554.8,1555.5,1544.6,1546.45,18059.28
2022.09.03 17:30,1546.45,1552.35,1545.45,1551.4,9235.65
2022.09.03 17:45,1551.4,1552.7,1547.65,1549.15,6312.99
2022.09.03 18:00,1549.15,1551.9,1542.35,1547.25,12642.67
2022.09.03 18:15,1547.25,1551.2,1547.15,1549.5,7518.47
2022.09.03 18:30,1549.5,1551,1546.75,1547.95,5480.59
2022.09.03 18:45,1547.95,1548.7,1543.2,1547.45,12035.85
2022.09.03 19:00,1547.45,1551.7,1545,1548.1,8828.53
2022.09.03 19:15,1548.1,1551.6,1547.5,1550.55,4200.8
2022.09.03 19:30,1550.55,1554.6,1550.3,1552.25,5962.84
2022.09.03 19:45,1552.25,1553.6,1548.75,1549.25,6212.35
2022.09.03 20:00,1549.25,1549.7,1545,1548.25,9597.51
2022.09.03 20:15,1548.25,1549.4,1545.65,1548.35,4848.38
2022.09.03 20:30,1548.35,1551.9,1546.25,1550.6,4858.05
2022.09.03 20:45,1550.6,1554.55,1550.15,1553.05,6357.27
2022.09.03 21:00,1553.05,1557,1552.15,1555.6,10612.48
2022.09.03 21:15,1555.6,1556.75,1552.25,1552.7,2700.54
2022.09.03 21:30,1552.7,1555.6,1552.1,1555.6,1758.5
2022.09.03 21:45,1555.6,1556.6,1548.2,1550.15,8589.97
2022.09.03 22:00,1550.15,1550.9,1534.45,1540.6,34414.85
2022.09.03 22:15,1540.6,1554.15,1537.35,1553.2,19280.15
2022.09.03 22:30,1553.2,1563.7,1553.2,1554.75,27715.11
2022.09.03 22:45,1554.75,1554.75,1546.45,1548.75,12587.78
2022.09.03 23:00,1548.75,1552.7,1545.65,1549.5,12561.96
2022.09.03 23:15,1549.5,1551.65,1547.15,1550.5,4251.15
2022.09.03 23:30,1550.5,1551.75,1546.15,1551.7,4917.56
2022.09.03 23:45,1551.7,1553.25,1550.6,1552.05,3537.8
2022.09.04 00:00,1552.05,1554.8,1551.4,1554.75,3507.58
2022.09.04 00:15,1554.75,1554.85,1551,1552.6,2090.88
2022.09.04 00:30,1552.6,1555.2,1552.45,1553.9,2045.91
2022.09.04 00:45,1553.9,1554.1,1550.15,1550.95,3418.34
2022.09.04 01:00,1550.95,1557.1,1550.95,1556.2,7869.97
2022.09.04 01:15,1556.2,1558.85,1555.15,1557.6,6533.87
2022.09.04 01:30,1557.6,1560.25,1555.1,1556.8,4154.26
2022.09.04 01:45,1556.8,1557.15,1553.65,1554.65,3357.77
2022.09.04 02:00,1554.65,1555.5,1554.05,1554.4,1894.65
2022.09.04 02:15,1554.4,1555.5,1552,1552.75,3603.39
2022.09.04 02:30,1552.75,1554,1548.85,1553.45,5778.32
2022.09.04 02:45,1553.45,1557.65,1552.7,1556.65,6020.56
2022.09.04 03:00,1556.65,1558.6,1553.25,1555.6,5084.37
2022.09.04 03:15,1555.6,1561.15,1553.05,1558.35,6432.95
2022.09.04 03:30,1558.35,1560.05,1555.8,1558.8,5567.68
2022.09.04 03:45,1558.8,1559,1556,1556.55,2448.47
2022.09.04 04:00,1556.55,1560.25,1554.5,1555.45,4387.6
2022.09.04 04:15,1555.45,1555.55,1551.95,1554.8,2566.92
2022.09.04 04:30,1554.8,1558.3,1554.6,1555.75,3048.8
2022.09.04 04:45,1555.75,1555.75,1552.6,1554.35,3019.36
2022.09.04 05:00,1554.35,1555.15,1552.5,1554.05,3660.39
2022.09.04 05:15,1554.05,1557.65,1553.25,1556.45,3010.76
2022.09.04 05:30,1556.45,1557,1553,1555.2,3347.9
2022.09.04 05:45,1555.2,1555.25,1552.35,1552.55,1641.67
2022.09.04 06:00,1552.55,1554.8,1550.7,1553.6,4317.4
2022.09.04 06:15,1553.6,1554,1546.85,1548.2,7524.55
2022.09.04 06:30,1548.2,1550.85,1547.75,1550.35,4225.58
2022.09.04 06:45,1550.35,1551.95,1549,1551.5,2745.83
2022.09.04 07:00,1551.5,1554,1550.55,1550.7,3078.17
2022.09.04 07:15,1550.7,1553.05,1550.45,1551.95,2013.28
2022.09.04 07:30,1551.95,1553,1548.9,1552.95,3004.9
2022.09.04 07:45,1552.95,1556.35,1551.55,1555.55,4991.1
2022.09.04 08:00,1555.55,1555.75,1553.4,1553.85,1990.85
2022.09.04 08:15,1553.85,1554.45,1551.5,1552.75,3786.68
2022.09.04 08:30,1552.75,1554.5,1552.25,1554.45,1621.54
2022.09.04 08:45,1554.45,1555.5,1552,1552,2026.81
2022.09.04 09:00,1552,1553.9,1551.5,1553.9,1462.24
2022.09.04 09:15,1553.9,1553.9,1549.4,1549.4,3353.76
2022.09.04 09:30,1549.4,1550.9,1545.25,1550.1,10319.35
2022.09.04 09:45,1550.1,1550.85,1542.55,1548.25,12840.53
2022.09.04 10:00,1548.25,1548.4,1545,1545.2,5262.64
2022.09.04 10:15,1545.2,1550.1,1543.2,1548.7,7184.72
2022.09.04 10:30,1548.7,1550.05,1546.15,1547.2,5738.55
2022.09.04 10:45,1547.2,1548.05,1543.05,1545,5603.03
2022.09.04 11:00,1545,1550,1540,1548.85,15661.26
2022.09.04 11:15,1548.85,1549.6,1544.95,1546.1,7057.28
2022.09.04 11:30,1546.1,1554.3,1544.9,1553.4,11584.05
2022.09.04 11:45,1553.4,1554.9,1550.85,1552.75,5970.34
2022.09.04 12:00,1552.75,1559.65,1552.1,1555.85,16137.94
2022.09.04 12:15,1555.85,1557.1,1552.8,1554.5,5575.74
2022.09.04 12:30,1554.5,1555.7,1552.85,1554.5,2458.9
2022.09.04 12:45,1554.5,1555.55,1552,1552,3506.32
2022.09.04 13:00,1552,1553.55,1551.4,1551.9,4943.36
2022.09.04 13:15,1551.9,1555.8,1549,1554.9,10309.56
2022.09.04 13:30,1554.9,1557,1554.6,1556.3,6495.01
2022.09.04 13:45,1556.3,1556.8,1553.05,1554,2866.53
2022.09.04 14:00,1554,1554.4,1551.65,1551.65,3722.54
2022.09.04 14:15,1551.65,1554.6,1550.35,1554.3,4562.49
2022.09.04 14:30,1554.3,1555.3,1553.05,1555.25,2598.46
2022.09.04 14:45,1555.25,1563.55,1554.3,1563.55,10141.91
2022.09.04 15:00,1563.55,1584,1555.5,1556.9,70050.97
2022.09.04 15:15,1556.9,1568.5,1556.15,1565,19601.23
2022.09.04 15:30,1565,1568.75,1563.5,1567.65,8376.01
2022.09.04 15:45,1567.65,1570.9,1562.4,1570.1,11599.21
2022.09.04 16:00,1570.1,1571.55,1564.4,1566.1,9651.64
2022.09.04 16:15,1566.1,1566.55,1558.8,1561.4,11655.47
2022.09.04 16:30,1561.4,1562.85,1556.4,1558.3,10876.78
2022.09.04 16:45,1558.3,1559.85,1545.1,1548.25,35225.69
2022.09.04 17:00,1548.25,1553.8,1542.5,1552.35,26041.62
2022.09.04 17:15,1552.35,1554.1,1548.8,1551.2,8059.89
2022.09.04 17:30,1551.2,1552.95,1549.15,1550.65,3810.98
2022.09.04 17:45,1550.65,1553.5,1550,1553.2,3076.68
2022.09.04 18:00,1553.2,1557.1,1553.2,1555,9835.1
2022.09.04 18:15,1555,1555.7,1552.7,1555.55,2813.73
2022.09.04 18:30,1555.55,1557,1550.25,1552.95,5441.72
2022.09.04 18:45,1552.95,1561.25,1552.7,1559.75,10220.57
2022.09.04 19:00,1559.75,1561.75,1554.1,1557.05,9494.27
2022.09.04 19:15,1557.05,1558.7,1555.4,1557.3,3063.48
2022.09.04 19:30,1557.3,1568.1,1557.2,1565,18796.43
2022.09.04 19:45,1565,1569.9,1565,1566.6,17392.43
2022.09.04 20:00,1566.6,1576.15,1566.55,1568.85,19496.36
2022.09.04 20:15,1568.85,1572.9,1564.05,1567.25,15803.88
2022.09.04 20:30,1567.25,1570.5,1564.6,1567.25,6751.73
2022.09.04 20:45,1567.25,1569.8,1565.35,1569.2,6689.42
2022.09.04 21:00,1569.2,1569.25,1565.35,1565.75,5405.91
2022.09.04 21:15,1565.75,1571.95,1565.7,1569.6,6123.65
2022.09.04 21:30,1569.6,1572.25,1562.15,1564.2,11783.5
2022.09.04 21:45,1564.2,1567.05,1561,1564.85,9236.91
2022.09.04 22:00,1564.85,1566.9,1560.95,1566.05,6132.89
2022.09.04 22:15,1566.05,1569.25,1564.6,1567.7,5260.15
2022.09.04 22:30,1567.7,1568.2,1564.2,1567.35,4156.96
2022.09.04 22:45,1567.35,1567.4,1565.2,1566.3,1870.92
2022.09.04 23:00,1566.3,1568.45,1562.6,1567.1,5038.91
2022.09.04 23:15,1567.1,1568.8,1565.45,1567.85,3399.41
2022.09.04 23:30,1567.85,1573.6,1567.7,1569.75,5661.31
2022.09.04 23:45,1569.75,1571.65,1567.9,1570.1,3497.22
2022.09.05 00:00,1570.1,1573.2,1568.9,1568.9,8934.63
2022.09.05 00:15,1568.9,1582.85,1568.9,1575.55,12048.76
2022.09.05 00:30,1575.55,1577.85,1570.5,1570.55,6064.53
2022.09.05 00:45,1570.55,1575.4,1561.15,1570.35,14203.33
2022.09.05 01:00,1570.35,1571.6,1565.55,1565.65,12056.69
2022.09.05 01:15,1565.65,1569.2,1563.4,1569.1,7177.04
2022.09.05 01:30,1569.1,1571.5,1568.35,1569.05,4467.09
2022.09.05 01:45,1569.05,1569.1,1564.95,1566.15,3178.87
2022.09.05 02:00,1566.15,1569.3,1565.95,1568.6,2561.09
2022.09.05 02:15,1568.6,1577.45,1565.45,1573.95,14745.97
