timeStamp,open,high,low,close,vol,trend,highLow,closeOpen
1608595200000,607.95,612.5,606.1,611.25,1176.7,1,6.399999999999977,3.2999999999999545
1608594300000,613.45,613.45,607.45,607.95,1423.97,-1,-6,-5.5
1608593400000,615.45,615.45,612.65,613.45,1527.66,-1,-2.800000000000068,-2
1608592500000,614.35,615.8,613.2,615.45,640.04,1,2.599999999999909,1.1000000000000227
1608591600000,617.2,618.65,614.35,614.35,2473.06,-1,-4.2999999999999545,-2.8500000000000227
1608590700000,617.05,618,616.1,617.2,170.82,1,1.8999999999999773,0.15000000000009095
1608589800000,616.1,617.7,616.1,617.05,137.31,1,1.6000000000000227,0.9499999999999318
1608588900000,617.65,618.45,616.1,616.1,272.02,-1,-2.3500000000000227,-1.5499999999999545
1608588000000,618.7,618.7,616.35,617.65,446.33,-1,-2.3500000000000227,-1.0500000000000682
1608587100000,616.75,618.75,616.35,618.7,440.43,1,2.3999999999999773,1.9500000000000455
1608586200000,613.3,617.25,613.3,616.75,400.78,1,3.9500000000000455,3.4500000000000455
1608585300000,612.6,613.45,612.6,613.3,467.15,1,0.8500000000000227,0.6999999999999318
1608584400000,609.65,612.6,609,612.6,219.42,1,3.6000000000000227,2.9500000000000455
1608583500000,611.05,611.1,609.05,609.65,452.82,-1,-2.050000000000068,-1.3999999999999773
1608582600000,611.75,613.45,610.15,611.05,345.03,-1,-3.300000000000068,-0.7000000000000455
1608581700000,613.25,613.4,611.75,611.75,296.59,-1,-1.6499999999999773,-1.5
1608580800000,611.7,613.25,609.35,613.25,377.07,1,3.8999999999999773,1.5499999999999545
1608579900000,612.45,612.95,609.85,611.7,235.5,-1,-3.1000000000000227,-0.75
1608579000000,612.8,612.8,609.05,612.45,477.59,-1,-3.75,-0.34999999999990905
1608578100000,613.6,613.6,610.65,612.8,500.15,-1,-2.9500000000000455,-0.8000000000000682
1608577200000,609.6,613.85,609.1,613.6,325.43,1,4.75,4
1608576300000,609.95,612.65,608.2,609.6,209.78,-1,-4.449999999999932,-0.35000000000002274
1608575400000,609.35,611.1,608.65,609.95,380.77,1,2.4500000000000455,0.6000000000000227
1608574500000,605.7,609.5,604.65,609.35,501.4,1,4.850000000000023,3.6499999999999773
1608573600000,604.8,611.6,602.1,605.7,971.73,1,9.5,0.900000000000091
1608572700000,605.65,607.35,603.45,604.8,627.3,-1,-3.8999999999999773,-0.8500000000000227
1608571800000,606.25,608.15,603.45,605.65,3223.82,-1,-4.699999999999932,-0.6000000000000227
1608570900000,613.85,614.3,604.55,606.25,2838.57,-1,-9.75,-7.600000000000023
1608570000000,615.05,615.05,613.45,613.85,552.29,-1,-1.599999999999909,-1.1999999999999318
1608569100000,616.65,618.25,614,615.05,482.26,-1,-4.25,-1.6000000000000227
1608568200000,618.35,618.35,616.2,616.65,531.38,-1,-2.1499999999999773,-1.7000000000000455
1608567300000,611.7,619.9,611.25,618.35,936.91,1,8.649999999999977,6.649999999999977
1608566400000,614.85,615.35,607.25,611.7,2028.6,-1,-8.100000000000023,-3.1499999999999773
1608565500000,616.3,617.95,614.85,614.85,370.6,-1,-3.1000000000000227,-1.4499999999999318
1608564600000,615.05,616.5,613.5,616.3,543.28,1,3,1.25
1608563700000,616.2,619,615,615.05,420.11,-1,-4,-1.150000000000091
1608562800000,619.2,619.65,615,616.2,6130.22,-1,-4.649999999999977,-3
1608561900000,615.6,619.75,615.6,619.2,1417.99,1,4.149999999999977,3.6000000000000227
1608561000000,610.55,617.6,610.55,615.6,1900.29,1,7.050000000000068,5.050000000000068
1608560100000,609.05,610.6,608.25,610.55,310.66,1,2.3500000000000227,1.5
1608559200000,612.75,612.8,607.4,609.05,441.2,-1,-5.399999999999977,-3.7000000000000455
1608558300000,610.45,612.75,609.75,612.75,616.17,1,3,2.2999999999999545
1608557400000,610.4,610.75,609.15,610.45,541.51,1,1.6000000000000227,0.05000000000006821
1608556500000,607,611.95,607,610.4,727.51,1,4.9500000000000455,3.3999999999999773
1608555600000,603.7,609.45,603,607,745.4,1,6.4500000000000455,3.2999999999999545
1608554700000,601,604.55,600.45,603.7,1112.56,1,4.099999999999909,2.7000000000000455
1608553800000,604.2,606.35,600.1,601,911.1,-1,-6.25,-3.2000000000000455
1608552900000,602.1,607.8,601.65,604.2,1729.68,1,6.149999999999977,2.1000000000000227
1608552000000,606.85,607.9,595.5,602.1,5976.54,-1,-12.399999999999977,-4.75
1608551100000,612.35,612.95,606.85,606.85,1231.92,-1,-6.100000000000023,-5.5
1608550200000,610.1,612.55,606,612.35,1023.9,1,6.5499999999999545,2.25
1608549300000,613.85,614.15,607.95,610.1,2718.71,-1,-6.199999999999932,-3.75
1608548400000,606.3,614.3,606.25,613.85,1864.9,1,8.049999999999955,7.550000000000068
1608547500000,615.8,616.15,606.05,606.3,1730.84,-1,-10.100000000000023,-9.5
1608546600000,610.1,617.3,605.65,615.8,2892,1,11.649999999999977,5.699999999999932
1608545700000,619.75,619.75,603.45,610.1,10603.34,-1,-16.299999999999955,-9.649999999999977
1608544800000,626.9,629.3,615.6,619.75,7680.39,-1,-13.699999999999932,-7.149999999999977
1608543900000,630,630,622.05,626.9,4270.01,-1,-7.9500000000000455,-3.1000000000000227
1608543000000,630.55,633.15,629.9,630,1952.56,-1,-3.25,-0.5499999999999545
1608542100000,629.35,632,628.1,630.55,1143.77,1,3.8999999999999773,1.1999999999999318
1608541200000,635.8,638.35,629.2,629.35,1081.53,-1,-9.149999999999977,-6.449999999999932
1608540300000,643.2,643.25,635.3,635.8,1369.78,-1,-7.9500000000000455,-7.400000000000091
1608539400000,643.95,644,641.2,643.2,363.72,-1,-2.7999999999999545,-0.75
1608538500000,644.5,645.35,642.9,643.95,190.95,-1,-2.4500000000000455,-0.5499999999999545
1608537600000,646.7,648.3,643.05,644.5,1357.86,-1,-5.25,-2.2000000000000455
1608536700000,645.7,646.75,645.7,646.7,348.56,1,1.0499999999999545,1
1608535800000,646.2,646.25,645,645.7,368.35,-1,-1.25,-0.5
1608534900000,645.4,646.75,645.35,646.2,498.76,1,1.3999999999999773,0.8000000000000682
1608534000000,645.35,646.35,644.7,645.4,448.37,1,1.6499999999999773,0.049999999999954525
1608533100000,640.75,645.35,640.75,645.35,279.74,1,4.600000000000023,4.600000000000023
1608532200000,641.2,641.55,640.6,640.75,96.71,-1,-0.9499999999999318,-0.4500000000000455
1608531300000,639.65,641.9,637.35,641.2,621.17,1,4.5499999999999545,1.5500000000000682
1608530400000,642.5,642.5,639.55,639.65,255.91,-1,-2.9500000000000455,-2.8500000000000227
1608529500000,643.2,643.2,641.6,642.5,283.72,-1,-1.6000000000000227,-0.7000000000000455
1608528600000,643.05,643.2,641.15,643.2,364.53,1,2.050000000000068,0.15000000000009095
1608527700000,644.45,644.95,642.15,643.05,490.33,-1,-2.800000000000068,-1.400000000000091
1608526800000,644.55,645.95,644.15,644.45,92.49,-1,-1.8000000000000682,-0.09999999999990905
1608525900000,645.5,646.35,643.65,644.55,339.62,-1,-2.7000000000000455,-0.9500000000000455
1608525000000,645.75,647,644.5,645.5,762.58,-1,-2.5,-0.25
1608524100000,645.6,648.45,645.4,645.75,943.17,1,3.050000000000068,0.14999999999997726
1608523200000,645.8,646.55,644.2,645.6,344.45,-1,-2.349999999999909,-0.1999999999999318
1608522300000,646.75,648.35,645.6,645.8,765.2,-1,-2.75,-0.9500000000000455
1608521400000,643.15,647.25,639.45,646.75,977.98,1,7.7999999999999545,3.6000000000000227
1608520500000,642.85,644.1,642.2,643.15,417.96,1,1.8999999999999773,0.2999999999999545
1608519600000,644.45,645,642.75,642.85,271.62,-1,-2.25,-1.6000000000000227
1608518700000,643.25,644.95,642.25,644.45,244.68,1,2.7000000000000455,1.2000000000000455
1608517800000,644.1,644.45,642.2,643.25,306.72,-1,-2.25,-0.8500000000000227
1608516900000,645.25,645.25,643.65,644.1,422.6,-1,-1.6000000000000227,-1.1499999999999773
1608516000000,643.45,645.75,642.85,645.25,382.29,1,2.8999999999999773,1.7999999999999545
1608515100000,645.9,645.95,643.45,643.45,503.16,-1,-2.5,-2.449999999999932
1608514200000,643.8,646.2,642.95,645.9,553.36,1,3.25,2.1000000000000227
1608513300000,642.65,643.8,641.7,643.8,478.69,1,2.099999999999909,1.1499999999999773
1608512400000,643.3,643.75,642.55,642.65,366.56,-1,-1.2000000000000455,-0.6499999999999773
1608511500000,643,644.95,642.55,643.3,675.37,1,2.400000000000091,0.2999999999999545
1608510600000,641.85,643.8,641.8,643,686.43,1,2,1.1499999999999773
1608509700000,642.6,642.9,640.2,641.85,381.58,-1,-2.699999999999932,-0.75
1608508800000,638.1,643,633.9,642.6,1111.92,1,9.100000000000023,4.5
1608507900000,637.1,641.4,637.1,638.1,713.07,1,4.2999999999999545,1
1608507000000,637.95,638.8,635.95,637.1,464.15,-1,-2.849999999999909,-0.8500000000000227
1608506100000,638.1,639.05,636.25,637.95,327.99,-1,-2.7999999999999545,-0.14999999999997726
1608505200000,635.3,638.75,635.3,638.1,1310.46,1,3.4500000000000455,2.800000000000068
1608504300000,635.6,636.95,634.35,635.3,699.04,-1,-2.6000000000000227,-0.3000000000000682
1608503400000,633.9,636.05,631.25,635.6,650.22,1,4.7999999999999545,1.7000000000000455
1608502500000,633.2,636.25,629.85,633.9,2049.15,1,6.399999999999977,0.6999999999999318
1608501600000,632.45,634.05,621.1,633.2,6861.14,1,12.949999999999932,0.75
1608500700000,636.65,639.25,632.2,632.45,1442.34,-1,-7.0499999999999545,-4.199999999999932
1608499800000,646.1,646.5,628.65,636.65,5965.6,-1,-17.850000000000023,-9.450000000000045
1608498900000,647.6,649.05,645.6,646.1,804.38,-1,-3.449999999999932,-1.5
1608498000000,657.15,657.8,646.9,647.6,2553.06,-1,-10.899999999999977,-9.549999999999955
1608497100000,658.35,658.5,656.2,657.15,509.06,-1,-2.2999999999999545,-1.2000000000000455
1608496200000,656.65,658.35,654.3,658.35,548,1,4.050000000000068,1.7000000000000455
1608495300000,653.8,656.85,653.75,656.65,1082.18,1,3.1000000000000227,2.8500000000000227
1608494400000,650.65,653.8,650.05,653.8,609.95,1,3.75,3.1499999999999773
1608493500000,649.95,650.85,649.6,650.65,360.25,1,1.25,0.6999999999999318
1608492600000,649.3,650.3,649.05,649.95,366.02,1,1.25,0.650000000000091
1608491700000,649.9,650.05,648.5,649.3,187.01,-1,-1.5499999999999545,-0.6000000000000227
1608490800000,649.85,650.85,648.8,649.9,577.85,1,2.050000000000068,0.049999999999954525
1608489900000,649.1,650.4,649.1,649.85,187.7,1,1.2999999999999545,0.75
1608489000000,647.75,649.6,647.45,649.1,189.54,1,2.1499999999999773,1.3500000000000227
1608488100000,646.9,648.05,646.65,647.75,2465.84,1,1.3999999999999773,0.8500000000000227
1608487200000,647.8,648.75,645.95,646.9,721.99,-1,-2.7999999999999545,-0.8999999999999773
1608486300000,649.95,650.55,646.95,647.8,215.87,-1,-3.599999999999909,-2.150000000000091
1608485400000,650.1,650.55,648.7,649.95,248.34,-1,-1.849999999999909,-0.14999999999997726
1608484500000,650.7,651.2,649.5,650.1,358.71,-1,-1.7000000000000455,-0.6000000000000227
1608483600000,648.45,650.75,648.1,650.7,357.25,1,2.6499999999999773,2.25
1608482700000,651.85,651.85,647.9,648.45,480.12,-1,-3.9500000000000455,-3.3999999999999773
1608481800000,651.35,652.8,650.35,651.85,437.73,1,2.449999999999932,0.5
1608480900000,653.35,653.35,650.2,651.35,649.71,-1,-3.1499999999999773,-2
1608480000000,654.5,655.45,652.55,653.35,1511.05,-1,-2.900000000000091,-1.1499999999999773
