timeStamp,open,high,low,close,vol,trend,highLow,closeOpen,upperBB,midBB,lowerBB,pbBB,highUpper,lowLower,hull,hullGreaterAvg10,bbTrend
1668988800000,1142,1146.55,1077.45,1099.85,1796515.76,-1,-69.09999999999991,-42.15000000000009,1674.446709054434,1326.6,978.7532909455659,0.7738993859076315,-527.896709054434,98.69670905443411,-429.19999999999993,-395.7285000000005,down
1668902400000,1217.1,1225.9,1132,1142,1120410.73,-1,-93.90000000000009,-75.09999999999991,1698.402051859388,1350.4925,1002.5829481406123,0.8265324260079941,-472.50205185938785,129.4170518593877,-343.08500000000015,-398.24650000000054,up
1668816000000,1212.55,1233,1195.35,1217.1,372870.45,1,37.65000000000009,4.5499999999999545,1718.860026919694,1371.9950000000001,1025.1299730803062,0.7883758587260463,-485.86002691969406,170.22002691969374,-315.6400000000003,-416.93350000000066,up
1668729600000,1199.95,1235,1198.75,1212.55,683904.65,1,36.25,12.599999999999909,1742.1711435958703,1390.6150000000002,1039.0588564041302,0.7828637809678377,-507.17114359587026,159.6911435958698,-347.4800000000005,-441.0320000000007,up
1668643200000,1215.25,1227.65,1181,1199.95,1065869.09,-1,-46.65000000000009,-15.299999999999955,1765.8863553070914,1410.9200000000003,1055.9536446929092,0.7926051960900448,-538.2363553070913,125.04635530709083,-413.1900000000005,-426.5035000000007,up
1668556800000,1253.05,1267.85,1185.55,1215.25,1094552.08,-1,-82.29999999999995,-37.799999999999955,1774.934255694841,1428.6175000000003,1082.3007443051595,0.6808784847106751,-507.0842556948412,103.24925569484049,-403.8350000000007,-367.7980000000007,down
1668470400000,1242.55,1290,1232.2,1253.05,1017444.29,1,57.799999999999955,10.5,1777.2642757305152,1443.5275000000004,1109.7907242694855,0.6047569598030463,-487.26427573051524,122.40927573051454,-364.8550000000007,-302.58050000000065,down
1668384000000,1220.5,1298,1170.3,1242.55,1731905.93,1,127.70000000000005,22.049999999999955,1784.8348537086742,1459.1150000000002,1133.3951462913262,0.6622329722868614,-486.83485370867425,36.90485370867373,-449.9300000000005,-230.39400000000077,down
1668297600000,1256.5,1273.6,1199.05,1220.5,848620.03,-1,-74.54999999999995,-36,1780.1688780662103,1469.9350000000004,1159.7011219337905,0.4822956150558516,-506.56887806621035,39.34887806620941,-467.22000000000094,-154.33250000000078,down
1668211200000,1288.05,1291.55,1237.7,1256.5,813505.88,-1,-53.84999999999991,-31.549999999999955,1770.8119107008235,1476.0500000000004,1181.2880892991773,0.27397011763971385,-479.2619107008236,56.41191070082277,-422.8500000000008,-86.41800000000076,down
1668124800000,1298.3,1309.05,1199.3,1288.05,2351236.81,-1,-109.75,-10.25,1763.670258718289,1481.3650000000002,1199.0597412817115,0.2900056829647729,-454.62025871828905,0.24025871828848722,-454.38000000000056,-15.564500000000749,down
1668038400000,1100.75,1351.35,1083.9,1298.3,2853524.89,1,267.4499999999998,197.54999999999995,1761.7061142277635,1482.6025000000004,1203.4988857722374,0.19580741462302811,-410.35611422776356,-119.59888577223728,-529.9550000000008,66.13849999999925,down
1667952000000,1333.55,1337.05,1071.6,1100.75,4898050.45,-1,-265.45000000000005,-232.79999999999995,1761.648818542815,1482.6375000000003,1203.6261814571856,0.17091388808332372,-424.598818542815,-132.02618145718566,-556.6250000000007,158.5524999999993,down
1667865600000,1566.85,1580,1201.25,1333.55,5548233.55,-1,-378.75,-233.29999999999995,1729.1347184618985,1491.7225000000003,1254.3102815381021,0.059263416693976965,-149.1347184618985,-53.06028153810212,-202.19500000000062,260.08099999999934,down
1667779200000,1567.65,1607.65,1544.75,1566.85,1209134.18,-1,-62.90000000000009,-0.8000000000001819,1734.071755018168,1489.2675000000004,1244.4632449818328,0.08167087417496023,-126.42175501816791,300.28675501816724,173.86499999999933,329.0539999999994,down
1667692800000,1626.5,1638.4,1562.8,1567.65,878091.85,-1,-75.60000000000014,-58.84999999999991,1730.3715432732508,1476.4300000000005,1222.4884567267502,0.1725033685783671,-91.97154327325075,340.31154327324975,248.339999999999,347.1854999999994,down
1667606400000,1643.65,1666.1,1620.05,1626.5,615063.5,-1,-46.049999999999955,-17.15000000000009,1722.4875903268332,1464.5700000000004,1206.6524096731675,0.23999446910533778,-56.38759032683333,413.3975903268324,357.0099999999991,363.58349999999956,down
1667520000000,1530.25,1680,1527.7,1643.65,1853490.89,1,152.29999999999995,113.40000000000009,1704.0887498502193,1448.5075000000004,1192.9262501497815,0.21974176493002684,-24.0887498502193,334.77374985021856,310.68499999999926,367.6109999999996,down
1667433600000,1517.15,1557.8,1514.2,1530.25,989228.04,1,43.59999999999991,13.099999999999909,1679.8658968547215,1430.0375000000004,1180.2091031452792,0.1882109840968298,-122.06589685472159,333.99089685472086,211.92499999999927,359.25799999999964,down
1667347200000,1577.7,1622.25,1500.05,1517.15,2159598.51,-1,-122.20000000000005,-60.549999999999955,1670.2347658427432,1418.3075000000003,1166.3802341572575,0.2565616814248183,-47.98476584274317,333.66976584274244,285.68499999999926,345.14549999999974,down
1667260800000,1572.05,1613.5,1562.7,1577.7,962256.5,1,50.799999999999955,5.650000000000091,1660.6569184187802,1406.7750000000003,1152.8930815812205,0.2631280700313483,-47.15691841878015,409.80691841877956,362.6499999999994,321.1744999999998,up
1667174400000,1589.5,1634.35,1545,1572.05,1449604.96,-1,-89.34999999999991,-17.450000000000045,1638.2604604991056,1392.5825000000002,1146.9045395008948,0.29906113719069277,-3.9104604991057386,398.09546049910523,394.1849999999995,284.25099999999986,up
1667088000000,1618.65,1639.05,1575.5,1589.5,893822.87,-1,-63.549999999999955,-29.15000000000009,1613.7955944448734,1377.9450000000002,1142.094405555127,0.290873963595082,25.254405555126596,433.40559444487303,458.6599999999996,239.0534999999999,up
1667001600000,1553.9,1666.75,1546.7,1618.65,1751979.41,1,120.04999999999995,64.75,1580.5156997420463,1362.9575000000002,1145.399300257954,0.3317519172184714,86.23430025795369,401.30069974204594,487.5349999999996,189.39349999999988,up
1666915200000,1513.45,1575,1476.5,1553.9,1679630.29,1,98.5,40.450000000000045,1531.746787650964,1348.1600000000003,1164.5732123490366,0.4306594980887052,43.25321234903595,311.92678765096343,355.1799999999994,137.4874999999999,up
1666828800000,1564.8,1583.55,1501.15,1513.45,1909010.18,-1,-82.39999999999986,-51.34999999999991,1493.96133643346,1336.19,1178.41866356654,0.43126127821973603,89.58866356653994,322.73133643346,412.31999999999994,101.99149999999997,up
1666742400000,1458.95,1594.7,1456.65,1564.8,2251514,1,138.04999999999995,105.84999999999991,1462.2326193601543,1327.0325,1191.8323806398457,0.5120839390359404,132.46738063984571,264.81761936015437,397.2850000000001,61.122,up
1666656000000,1342.8,1526,1333.9,1458.95,2270970.06,1,192.0999999999999,116.15000000000009,1397.849892416547,1316.3725,1234.895107583453,0.7161795987523879,128.15010758345306,99.00489241654714,227.1550000000002,17.334500000000002,up
1666569600000,1362.8,1369.65,1323.15,1342.8,1010006.78,-1,-46.5,-20,1363.0022114914357,1311,1258.9977885085643,0.8894065159774023,6.6477885085644175,64.15221149143576,70.80000000000018,-12.214000000000032,up
1666483200000,1312.8,1371.05,1298.7,1362.8,706986.29,1,72.34999999999991,50,1366.5672208752935,1311.8875,1257.2077791247066,0.9449775823744888,4.48277912470644,41.49222087529347,45.97499999999991,-20.24700000000005,up
