m1,m1CloseOpen,m15,m15CloseOpen,h1,h1CloseOpen,h4,h4CloseOpen,d1,d1CloseOpen
down,3.599999999999909,down,-4.400000000000091,down,0.5499999999999545,down,4.900000000000091,down,25.200000000000045
down,-0.75,up,8.850000000000136,up,18.200000000000045,down,2.1499999999998636,down,77.89999999999986
up,-5.099999999999909,down,0,up,0.5499999999999545,down,-3.449999999999818,down,26.550000000000182
up,-3.099999999999909,down,-1.2000000000000455,down,2.400000000000091,down,22.199999999999818,up,150.8499999999999
down,0.849999999999909,up,-0.8500000000001364,up,-13.799999999999955,up,48.600000000000136,up,-74.75
down,-0.20000000000004547,up,3.9500000000000455,down,0.25,down,-10.150000000000091,up,76.79999999999995
down,-0.4500000000000455,up,-1.25,up,11.75,up,38.350000000000136,up,9.450000000000045
down,-0.7999999999999545,up,0.5499999999999545,down,-0.10000000000013642,down,17.84999999999991,up,-46.15000000000009
up,-0.5499999999999545,up,2.5,up,-11.299999999999955,down,-12.900000000000091,up,129.6500000000001
up,-1.650000000000091,up,-3.2999999999999545,up,-1.849999999999909,down,1.2000000000000455,up,-11.200000000000045
up,-0.7999999999999545,up,1.900000000000091,up,2.849999999999909,down,10.950000000000045,up,-12.149999999999864
up,-1,up,-0.8500000000001364,up,-9.349999999999909,down,-12.150000000000091,up,0.849999999999909
up,3.4500000000000455,up,-0.3999999999998636,up,7.5,down,-2.849999999999909,up,-48.799999999999955
up,0.20000000000004547,up,4.25,up,0,down,28.84999999999991,down,-18.15000000000009
up,-1.900000000000091,up,-3.7000000000000455,up,-4.050000000000182,down,-18.049999999999955,down,-25.149999999999864
up,0.650000000000091,up,0,up,-11.25,up,-22.700000000000045,down,-2.6000000000001364
up,0.599999999999909,up,-2.849999999999909,up,-4,up,2.7000000000000455,down,88.60000000000014
up,-0.25,up,-0.9500000000000455,up,7.400000000000091,up,-8.599999999999909,down,187.14999999999986
up,-0.5,up,3.2999999999999545,up,-0.2999999999999545,up,-26.15000000000009,down,7.9500000000000455
up,-0.8999999999998636,up,-2.0499999999999545,up,8.950000000000045,up,12.25,down,-157.20000000000005
down,0.599999999999909,up,4.099999999999909,down,-4.9500000000000455,down,1.75,down,49.40000000000009
down,0.75,up,-0.09999999999990905,down,3.349999999999909,up,2.7000000000000455,down,13.599999999999909
down,-0.849999999999909,up,-2.2000000000000455,down,-2.099999999999909,up,-15.950000000000045,down,-41
down,1.349999999999909,up,-2.4500000000000455,down,-4.5499999999999545,up,-1.4500000000000455,down,53.5
down,0.75,up,0.5499999999999545,down,6.899999999999864,up,4.600000000000136,down,-19.899999999999864
down,0.75,down,3.1000000000001364,down,15.700000000000045,up,14,down,-38.90000000000009
down,0.049999999999954525,down,2.8999999999998636,down,-14.599999999999909,up,9.399999999999864,down,242.04999999999995
down,-0.7999999999999545,down,-1.449999999999818,down,-5.9500000000000455,up,-5.699999999999818,down,-16.649999999999864
down,-0.09999999999990905,down,5.349999999999909,down,-8.950000000000045,up,-52.15000000000009,up,124.94999999999982
down,0.75,down,-4.599999999999909,down,-0.5499999999999545,up,30.25,up,37.25
up,1.1499999999998636,down,3.0499999999999545,down,-8.549999999999955,down,8.349999999999909,up,78.70000000000005
up,-0.75,down,7.149999999999864,down,0.049999999999954525,down,-7.599999999999909,up,76.25
up,0.650000000000091,down,-6.25,up,-6.2999999999999545,down,3.0499999999999545,down,-58.149999999999864
up,-1,down,0.8500000000001364,up,-7.800000000000182,down,-0.049999999999954525,up,-71.45000000000005
up,-1.7999999999999545,down,-20.75,down,-3.5,down,-17.65000000000009,up,-48.75
up,-0.25,down,-7.7000000000000455,up,-8.649999999999864,down,-23.799999999999955,down,2.7999999999999545
up,-1.050000000000182,down,-1.400000000000091,down,-0.15000000000009095,down,6.4500000000000455,up,-23.049999999999955
up,-1.099999999999909,down,3.5,down,-6.4500000000000455,down,2.849999999999909,up,50.700000000000045
up,0.650000000000091,up,-14.25,down,4,down,-3.75,up,54.44999999999982
down,-0.25,down,-1.2999999999999545,down,-0.75,up,-9.349999999999909,up,-18.549999999999955
up,1.699999999999818,down,0.15000000000009095,down,8.950000000000045,up,17.450000000000045,up,76.40000000000009
up,0.10000000000013642,down,-1.2999999999999545,down,-1.599999999999909,up,20.450000000000045,up,7.0499999999999545
down,0.5499999999999545,down,0.34999999999990905,up,7.2999999999999545,up,5.199999999999818,up,7.349999999999909
down,-0.20000000000004547,down,1.650000000000091,up,-6.100000000000136,up,-2.599999999999909,up,-28.550000000000182
down,0.10000000000013642,down,2.349999999999909,up,-3,up,19.549999999999955,up,-43.94999999999982
down,-1.150000000000091,up,-14.049999999999955,up,13.450000000000045,up,39.65000000000009,up,-48.05000000000018
down,1.150000000000091,down,0.5,up,-23.59999999999991,up,4.75,up,-5.449999999999818
down,1.6499999999998636,down,-0.25,up,-0.7000000000000455,up,-14.400000000000091,up,-44.100000000000136
down,-0.599999999999909,up,-1.75,up,3.75,up,-6.5,up,16.700000000000045
down,-0.5,up,2.599999999999909,down,-3.1000000000001364,up,-47.799999999999955,down,80.40000000000009
down,0.09999999999990905,up,0.8500000000001364,down,-10.399999999999864,down,18.049999999999955,down,94.64999999999986
down,0.15000000000009095,up,-1.7000000000000455,up,10.450000000000045,down,-6.75,down,-75.84999999999991
down,0.7000000000000455,up,0.2999999999999545,down,6.7999999999999545,down,-5.9500000000000455,down,-2.4500000000000455
up,2.099999999999909,up,0.4500000000000455,down,-6.900000000000091,down,1.800000000000182,down,0
up,0.5499999999999545,up,1.150000000000091,down,7.100000000000136,down,-10.700000000000045,down,133.39999999999998
up,1.4500000000000455,up,-0.8000000000001819,up,-13.5,down,1.5499999999999545,down,-91.39999999999998
up,2.5,up,-0.25,up,7.849999999999909,down,-3.099999999999909,down,18.09999999999991
up,-2.0499999999999545,up,0.9500000000000455,up,9.049999999999955,down,38.84999999999991,down,-169.0999999999999
up,-3.9500000000000455,up,0.5,up,8.299999999999955,down,12.650000000000091,down,28.5
up,1.5499999999999545,up,-1.75,up,-9.699999999999818,down,28.84999999999991,down,-0.849999999999909
up,0.4500000000000455,up,-0.75,up,1.3999999999998636,down,27.049999999999955,down,-225.4000000000001
up,2.099999999999909,up,0.10000000000013642,up,-2.599999999999909,down,-33.649999999999864,down,-97.95000000000005
up,2.150000000000091,up,0.14999999999986358,up,0.7999999999999545,up,85.39999999999986,up,-129.79999999999995
up,-3.0499999999999545,up,1.2000000000000455,up,16.75,up,60.5,up,-125.84999999999991
up,-0.7999999999999545,up,1.2000000000000455,up,-1.7999999999999545,down,0.049999999999954525,down,-2.650000000000091
up,1.25,up,-0.049999999999954525,up,23.450000000000045,down,-0.34999999999990905,up,-21.59999999999991
up,0.049999999999954525,up,-0.900000000000091,up,-7.900000000000091,down,4.2000000000000455,up,-47.55000000000018
up,1.4500000000000455,up,-0.09999999999990905,down,11.299999999999955,down,-1.150000000000091,up,54.700000000000045
up,-2.150000000000091,up,-1.300000000000182,down,-0.049999999999954525,down,3.0499999999999545,up,0.9500000000000455
up,1.2000000000000455,up,0.4500000000000455,up,-27,down,-11.75,up,29.549999999999955
up,-1.5499999999999545,up,1.150000000000091,down,1.75,down,16.15000000000009,up,-59.149999999999864
