timeStamp,open,high,low,close,vol,trend,highLow,closeOpen,upperBB,midBB,lowerBB,pbBB,highUpper,lowLower,hull,hullGreaterAvg10,bbTrend
1669060800000,1091.05,1105.45,1088.9,1099.85,54722.64,1,16.549999999999955,8.799999999999955,1260.6131986966004,1174.1125000000002,1087.6118013034,0.7028162808433992,-155.16319869660038,1.2881986966001477,-153.87500000000023,-108.80900000000047,down
1669046400000,1129.9,1132.8,1077.45,1091.05,647620.97,-1,-55.34999999999991,-38.850000000000136,1260.3961146249817,1179.6425000000004,1098.888885375019,0.6907499753606651,-127.59611462498174,-21.438885375019026,-149.03500000000076,-91.27000000000044,down
1669032000000,1124.25,1146.55,1114.75,1129.9,277550.08,1,31.799999999999955,5.650000000000091,1257.116238927273,1185.9250000000004,1114.733761072728,0.716143169185739,-110.56623892727293,0.016238927272070214,-110.55000000000086,-74.24250000000032,down
1669017600000,1123.15,1131.2,1101.25,1124.25,287383.08,1,29.950000000000045,1.099999999999909,1257.4155511978615,1190.1300000000003,1122.8444488021391,0.6773783492521825,-126.21555119786149,-21.59444880213914,-147.81000000000063,-60.778000000000226,down
1669003200000,1125.2,1141,1116.8,1123.15,221657.8,-1,-24.200000000000045,-2.0499999999999545,1256.050547741171,1194.8900000000003,1133.7294522588297,0.7007830284968737,-115.05054774117093,-16.92945225882977,-131.9800000000007,-45.71900000000014,down
1668988800000,1142,1143.75,1110.15,1125.2,307581.19,-1,-33.59999999999991,-16.799999999999955,1250.2802221139737,1198.7300000000002,1147.1797778860268,0.5118331206925013,-106.53022211397365,-37.02977788602675,-143.5600000000004,-32.44650000000006,down
1668974400000,1184.7,1186.15,1132,1142,328985,-1,-54.15000000000009,-42.700000000000045,1241.5522818446852,1202.5750000000003,1163.5977181553153,0.49390670696467337,-55.40228184468515,-31.597718155315306,-87.00000000000045,-18.591500000000043,down
1668960000000,1177.1,1191.6,1169.05,1184.7,103767.76,1,22.549999999999955,7.600000000000136,1233.0416208947804,1205.0875,1177.1333791052198,0.27038269154804384,-41.4416208947805,-8.08337910521982,-49.52500000000032,-11.954500000000053,down
1668945600000,1167.65,1180.95,1152.5,1177.1,232452.41,1,28.450000000000045,9.449999999999818,1232.3769995451446,1205.9950000000001,1179.6130004548556,0.4403949652372154,-51.426999545144554,-27.113000454855637,-78.54000000000019,-8.63400000000006,down
1668931200000,1219.5,1220,1158.5,1167.65,357989.86,-1,-61.5,-51.84999999999991,1230.2079108278167,1207.3575,1184.5070891721834,0.43419155518335306,-10.207910827816704,-26.00708917218344,-36.215000000000146,-2.18250000000005,down
1668916800000,1218.25,1222.75,1217.05,1219.5,29071.16,1,5.7000000000000455,1.25,1223.1878292948224,1209.1425,1195.0971707051774,0.2937926595236437,-0.4378292948224498,21.95282929482255,21.5150000000001,-1.1385000000000218,up
1668902400000,1217.1,1225.9,1213.2,1218.25,68144.54,1,12.700000000000045,1.150000000000091,1222.4612748845036,1208.9299999999998,1195.398725115496,0.7335330578214003,3.4387251154964815,17.801274884503982,21.240000000000464,-4.378500000000054,up
1668888000000,1207.95,1233,1207.95,1217.1,141931.44,1,25.049999999999955,9.149999999999864,1221.2657037294944,1208.4275,1195.5892962705057,0.4911397262111791,11.734296270505638,12.36070372949439,24.095000000000027,-8.879000000000087,up
