timeStamp,open,high,low,close,vol,trend,highLow,closeOpen,upperBB,midBB,lowerBB,pbBB,highUpper,lowLower,hull,hullGreaterAvg10,bbTrend
1669060800000,1091.05,1105.45,1088.9,1099.75,54694.87,1,16.549999999999955,8.700000000000045,1145.7340404122936,1121.2024999999999,1096.6709595877062,0.7047873845493401,-40.28404041229351,-7.770959587706102,-48.05499999999961,-29.012000000000036,down
1669057200000,1100.2,1106,1077.45,1091.05,185205.05,-1,-28.549999999999955,-9.150000000000091,1147.0454829854416,1123.2350000000001,1099.4245170145587,0.8604504791123981,-41.045482985441595,-21.974517014558614,-63.02000000000021,-28.758000000000084,down
1669053600000,1105.5,1108.6,1090.3,1100.2,154522.55,-1,-18.299999999999955,-5.2999999999999545,1145.8879787309331,1125.7825,1105.677021269067,0.9033104661926972,-37.28797873093322,-15.377021269066972,-52.66500000000019,-29.037000000000102,down
1669050000000,1116.05,1121,1102.55,1105.5,93704.36,-1,-18.450000000000045,-10.549999999999955,1145.563912033017,1127.9025,1110.2410879669828,0.9160907398718682,-24.563912033017004,-7.691087966982877,-32.25499999999988,-29.33300000000013,down
1669046400000,1129.9,1132.8,1100.7,1116.05,214189.01,-1,-32.09999999999991,-13.850000000000136,1145.2171978968895,1129.7424999999998,1114.2678021031102,0.9057429774614246,-12.417197896889547,-13.567802103110125,-25.984999999999673,-31.640500000000202,up
1669042800000,1134,1136.6,1128.6,1129.9,45476.02,-1,-8,-4.099999999999909,1157.5791761943176,1132.7975000000001,1108.0158238056827,1.394864811650032,-20.979176194317688,20.58417619431725,-0.39500000000043656,-33.41000000000027,up
1669039200000,1134.55,1142.35,1132.45,1134,54903.02,-1,-9.899999999999864,-0.5499999999999545,1169.0217630947732,1135.5375,1102.0532369052266,1.234113512679844,-26.67176309477327,30.396763094773405,3.7250000000001364,-38.41250000000029,up
1669035600000,1126.75,1146.55,1125.15,1134.55,125604.2,1,21.399999999999864,7.7999999999999545,1175.947252059905,1137.7325,1099.5177479400952,1.0255496612542985,-29.397252059904986,25.632252059904886,-3.7650000000001,-44.54000000000035,up
1669032000000,1124.25,1127.95,1114.75,1126.75,51566.84,1,13.200000000000045,2.5,1180.613925280105,1139.6125000000002,1098.6110747198954,0.8967849870793173,-52.66392528010488,16.13892528010456,-36.52500000000032,-53.551000000000386,up
1669028400000,1126.75,1131.2,1121.65,1124.25,45051.19,-1,-9.549999999999955,-2.5,1185.2882261334883,1142.015,1098.741773866512,0.8788139102324555,-54.088226133488206,22.908226133488142,-31.180000000000064,-59.56400000000038,up
1669024800000,1120.75,1129,1114.8,1126.75,50356.94,1,14.200000000000045,6,1189.6876374081849,1144.6575,1099.6273625918152,0.8602309682726287,-60.687637408184855,15.172637408184755,-45.5150000000001,-64.3545000000004,up
1669021200000,1119.95,1126.85,1101.25,1120.75,143992.01,1,25.59999999999991,0.7999999999999545,1192.7779189380162,1146.9550000000002,1101.132081061984,0.7809183766187477,-65.92791893801632,0.11791893801591868,-65.8100000000004,-68.78800000000042,up
1669017600000,1123.15,1127.45,1116.45,1119.95,47982.94,-1,-11,-3.2000000000000455,1195.699542514729,1149.7625000000003,1103.8254574852715,0.7953770912798612,-68.249542514729,12.624542514728546,-55.625000000000455,-70.98250000000041,up
1669014000000,1127.75,1132.1,1116.8,1123.15,61560.99,-1,-15.299999999999955,-4.599999999999909,1196.496799197419,1152.1150000000002,1107.7332008025815,0.6676926157701316,-64.39679919741911,9.066799197418504,-55.33000000000061,-73.99800000000042,up
1669010400000,1135.75,1138.4,1126.6,1127.75,34372.91,-1,-11.800000000000182,-8,1197.1233448902726,1154.3400000000001,1111.5566551097277,0.6555511850947657,-58.72334489027253,15.043344890272238,-43.68000000000029,-75.66300000000035,up
1669006800000,1128.8,1137.05,1128.1,1135.75,24568.15,1,8.950000000000045,6.9500000000000455,1202.501485774265,1157.7850000000003,1113.0685142257357,0.9345712697124281,-65.45148577426494,15.031485774264183,-50.420000000000755,-74.44500000000036,up
1669003200000,1125.2,1141,1124.3,1128.8,101155.75,1,16.700000000000045,3.599999999999909,1210.0549753238681,1161.4250000000002,1112.7950246761322,0.9845262586106073,-69.05497532386812,11.504975323867711,-57.55000000000041,-72.15050000000035,up
1668999600000,1122.7,1126.75,1110.15,1125.2,53360.75,1,16.59999999999991,2.5,1215.6266169806956,1165.3875000000003,1115.148383019305,0.924594445165039,-88.87661698069564,-4.998383019304811,-93.87500000000045,-71.19700000000032,down
1668996000000,1131.25,1133.15,1110.4,1122.7,141109.53,-1,-22.75,-8.549999999999955,1222.0415938985273,1170.1025000000002,1118.1634061014731,0.9755329395667477,-88.89159389852716,-7.763406101473038,-96.6550000000002,-67.12150000000027,down
